function_name,experiment_name,noise,optimizer,dropout,weight_decay,auroc,precision,recall,auprc,auroc_full,precision_full,recall_full,auprc_full,num_gt,num_detected,num_exact_matched,num_superset_matched_unique,num_matched,matched_pairs,best_epoch,val_loss,success,model_size
f6,0.1_adam_dp_wd,0.1,adam,0.2,True,0.5,1.0,0.5,0.7083333333333333,0.7490089197224975,0.3333333333333333,0.5,0.5843205001645277,4,6,2,2,4,"[{'gt': frozenset({3, 4}), 'nid': frozenset({3, 4}), 'match_type': 'exact', 'extra_features': 0, 'strength': 99.967041015625}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 23.060890197753906}, {'gt': frozenset({8, 5, 6}), 'nid': frozenset({3, 4, 5, 6, 8}), 'match_type': 'superset', 'extra_features': 2, 'strength': 10.311585426330566}, {'gt': frozenset({8, 9, 10}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 7, 'strength': 1.360780954360962}]",17,0.3109475076198578,True,small
f6,0.1_adam_wd,0.1,adam,0.0,True,0.75,1.0,0.25,0.8660714285714286,0.8727700693756194,0.2727272727272727,0.75,0.5256559210779349,4,11,3,1,4,"[{'gt': frozenset({3, 4}), 'nid': frozenset({3, 4}), 'match_type': 'exact', 'extra_features': 0, 'strength': 31.867650985717773}, {'gt': frozenset({8, 5, 6}), 'nid': frozenset({8, 5, 6}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.8258031606674194}, {'gt': frozenset({8, 9, 10}), 'nid': frozenset({8, 9, 10}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.28444457054138184}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 8, 'strength': 0.1485314667224884}]",95,0.12908542156219482,True,small
f6,0.1_sgd_dp_wd,0.1,sgd,0.2,True,0.4807692307692308,0.5,0.25,0.48799019607843136,0.7465312190287413,0.13333333333333333,0.5,0.4301538334978611,4,15,2,2,4,"[{'gt': frozenset({3, 4}), 'nid': frozenset({3, 4}), 'match_type': 'exact', 'extra_features': 0, 'strength': 75.72110748291016}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 4.857851982116699}, {'gt': frozenset({8, 5, 6}), 'nid': frozenset({3, 4, 5, 6, 8}), 'match_type': 'superset', 'extra_features': 2, 'strength': 3.157601833343506}, {'gt': frozenset({8, 9, 10}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 7, 'strength': 0.6798422932624817}]",28,0.2272087037563324,True,small
f6,0.1_sgd_wd,0.1,sgd,0.0,True,0.90625,1.0,0.5,0.7535714285714286,0.998017839444995,0.18181818181818182,1.0,0.7291666666666667,4,22,4,0,4,"[{'gt': frozenset({3, 4}), 'nid': frozenset({3, 4}), 'match_type': 'exact', 'extra_features': 0, 'strength': 32.409767150878906}, {'gt': frozenset({8, 5, 6}), 'nid': frozenset({8, 5, 6}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.9907541275024414}, {'gt': frozenset({8, 9, 10}), 'nid': frozenset({8, 9, 10}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.1661795377731323}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 5.916286945343018}]",75,0.12237486243247986,True,small
f6,0.2_adam_dp_wd,0.2,adam,0.2,True,0.5,1.0,0.25,0.6825396825396826,0.7487611496531219,0.2857142857142857,0.5,0.5724157382597659,4,7,2,2,4,"[{'gt': frozenset({3, 4}), 'nid': frozenset({3, 4}), 'match_type': 'exact', 'extra_features': 0, 'strength': 113.0224380493164}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 17.34387969970703}, {'gt': frozenset({8, 5, 6}), 'nid': frozenset({3, 4, 5, 6, 8}), 'match_type': 'superset', 'extra_features': 2, 'strength': 8.154620170593262}, {'gt': frozenset({8, 9, 10}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 7, 'strength': 1.5836868286132812}]",43,0.6454187035560608,True,small
f6,0.2_adam_wd,0.2,adam,0.0,True,0.53125,1.0,0.25,0.6410353535353535,0.8709117938553023,0.21428571428571427,0.75,0.47279211821413203,4,14,3,1,4,"[{'gt': frozenset({3, 4}), 'nid': frozenset({3, 4}), 'match_type': 'exact', 'extra_features': 0, 'strength': 33.13967514038086}, {'gt': frozenset({8, 5, 6}), 'nid': frozenset({8, 5, 6}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.921541213989258}, {'gt': frozenset({8, 9, 10}), 'nid': frozenset({8, 9, 10}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.4826224148273468}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 8, 'strength': 0.4423713684082031}]",50,0.48107072710990906,True,small
f6,0.2_sgd_dp_wd,0.2,sgd,0.2,True,0.5,1.0,0.5,0.6223776223776224,0.7475222993062438,0.16666666666666666,0.5,0.5426538334978611,4,12,2,2,4,"[{'gt': frozenset({3, 4}), 'nid': frozenset({3, 4}), 'match_type': 'exact', 'extra_features': 0, 'strength': 59.51367950439453}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 17.878154754638672}, {'gt': frozenset({8, 5, 6}), 'nid': frozenset({3, 4, 5, 6, 8}), 'match_type': 'superset', 'extra_features': 2, 'strength': 3.9090566635131836}, {'gt': frozenset({8, 9, 10}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 7, 'strength': 0.7760767936706543}]",18,0.5783730149269104,True,small
f6,0.2_sgd_wd,0.2,sgd,0.0,True,0.5625,1.0,0.25,0.6494047619047618,0.8733894945490585,0.375,0.75,0.5557019167489305,4,8,3,1,4,"[{'gt': frozenset({3, 4}), 'nid': frozenset({3, 4}), 'match_type': 'exact', 'extra_features': 0, 'strength': 32.261600494384766}, {'gt': frozenset({8, 9, 10}), 'nid': frozenset({8, 9, 10}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.264638900756836}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 3.25264835357666}, {'gt': frozenset({8, 5, 6}), 'nid': frozenset({3, 4, 5, 6, 8}), 'match_type': 'superset', 'extra_features': 2, 'strength': 2.5789451599121094}]",61,0.4646639823913574,True,small
f6,0.5_adam_dp_wd,0.5,adam,0.2,True,0.4722222222222222,0.5,0.5,0.5182109557109557,0.7475222993062438,0.18181818181818182,0.5,0.44227504561907327,4,11,2,2,4,"[{'gt': frozenset({3, 4}), 'nid': frozenset({3, 4}), 'match_type': 'exact', 'extra_features': 0, 'strength': 111.20941162109375}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 17.33190155029297}, {'gt': frozenset({8, 5, 6}), 'nid': frozenset({3, 4, 5, 6, 8}), 'match_type': 'superset', 'extra_features': 2, 'strength': 11.056086540222168}, {'gt': frozenset({8, 9, 10}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 7, 'strength': 1.7181036472320557}]",66,2.975526809692383,True,small
f6,0.5_adam_wd,0.5,adam,0.0,True,0.5,1.0,0.5,0.7083333333333333,0.7485133795837463,0.25,0.5,0.5634871668311945,4,8,2,2,4,"[{'gt': frozenset({3, 4}), 'nid': frozenset({3, 4}), 'match_type': 'exact', 'extra_features': 0, 'strength': 44.75957489013672}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 10.751371383666992}, {'gt': frozenset({8, 5, 6}), 'nid': frozenset({3, 4, 5, 6, 8}), 'match_type': 'superset', 'extra_features': 2, 'strength': 7.619009971618652}, {'gt': frozenset({8, 9, 10}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 7, 'strength': 3.5032222270965576}]",55,2.8812100887298584,True,small
