success,function_name,function,experiment,noise,optimizer,dropout,weight_decay,model_size,best_epoch,checkpoint_path,val_loss,auprc_full,auroc,auroc_full,num_gt,num_detected,num_candidates,error
True,f2,f2,base_adam,0.0,adam,0.0,False,small,55,snapshots_clean/small/f2/base_adam/best_epoch_0055.pt,0.009527056477963924,0.39979669064071827,0.7321428571428571,0.8712834489593657,4,21,1013,
True,f2,f2,base_sgd,0.0,sgd,0.0,False,small,100,snapshots_clean/small/f2/base_sgd/best_epoch_0100.pt,0.010532564483582973,0.22697433366238895,0.4375,0.7472745292368681,4,9,1013,
True,f2,f2,0.1_adam,0.1,adam,0.0,False,small,86,snapshots_clean/small/f2/0.1_adam/best_epoch_0086.pt,0.016868941485881805,0.2936410003290556,0.5,0.7455401387512388,4,18,1013,
True,f2,f2,0.1_sgd,0.1,sgd,0.0,False,small,100,snapshots_clean/small/f2/0.1_sgd/best_epoch_0100.pt,0.016151132062077522,0.15673623842429368,0.45454545454545453,0.7445490584737364,4,17,1013,
True,f2,f2,0.1_adam_dp,0.1,adam,0.2,False,small,48,snapshots_clean/small/f2/0.1_adam_dp/best_epoch_0048.pt,0.037262484431266785,0.2103076669957223,0.4375,0.746778989098117,4,11,1013,
True,f2,f2,0.1_adam_wd,0.1,adam,0.0,True,small,100,snapshots_clean/small/f2/0.1_adam_wd/best_epoch_0100.pt,0.01633325032889843,0.2936410003290556,0.5,0.7467789890981169,4,13,1013,
True,f2,f2,0.1_adam_dp_wd,0.1,adam,0.2,True,small,50,snapshots_clean/small/f2/0.1_adam_dp_wd/best_epoch_0050.pt,0.03615132346749306,0.2103076669957223,0.4375,0.746778989098117,4,11,1013,
True,f2,f2,0.1_sgd_dp,0.1,sgd,0.2,False,small,97,snapshots_clean/small/f2/0.1_sgd_dp/best_epoch_0097.pt,0.03941567242145538,0.2103076669957223,0.4444444444444444,0.7465312190287413,4,12,1013,
True,f2,f2,0.1_sgd_dp_wd,0.1,sgd,0.2,True,small,97,snapshots_clean/small/f2/0.1_sgd_dp_wd/best_epoch_0097.pt,0.03541315346956253,0.22697433366238895,0.46875,0.7465312190287413,4,12,1013,
True,f2,f2,0.2_adam,0.2,adam,0.0,False,small,75,snapshots_clean/small/f2/0.2_adam/best_epoch_0075.pt,0.03938363865017891,0.2936410003290556,0.5,0.7472745292368682,4,11,1013,
True,f2,f2,0.2_sgd,0.2,sgd,0.0,False,small,100,snapshots_clean/small/f2/0.2_sgd/best_epoch_0100.pt,0.038641031831502914,0.3447371668311945,0.5833333333333334,0.8719028741328047,4,12,1013,
True,f2,f2,0.2_adam_dp,0.2,adam,0.2,False,small,91,snapshots_clean/small/f2/0.2_adam_dp/best_epoch_0091.pt,0.1107945516705513,0.4801538334978611,0.75,0.873017839444995,4,13,1013,
True,f2,f2,0.2_adam_wd,0.2,adam,0.0,True,small,86,snapshots_clean/small/f2/0.2_adam_wd/best_epoch_0086.pt,0.03712714836001396,0.2936410003290556,0.5,0.7472745292368682,4,11,1013,
True,f2,f2,0.2_adam_dp_wd,0.2,adam,0.2,True,small,86,snapshots_clean/small/f2/0.2_adam_dp_wd/best_epoch_0086.pt,0.05651621147990227,0.2103076669957223,0.4375,0.746778989098117,4,11,1013,
True,f2,f2,0.2_sgd_dp,0.2,sgd,0.2,False,small,84,snapshots_clean/small/f2/0.2_sgd_dp/best_epoch_0084.pt,0.05693821236491203,0.18530766699572226,0.39285714285714285,0.746778989098117,4,10,1013,
