success,function_name,function,experiment,noise,optimizer,dropout,weight_decay,model_size,best_epoch,checkpoint_path,val_loss,auprc_full,auroc,auroc_full,num_gt,num_detected,num_candidates,error
True,f2,f2,0.2_sgd_dp_wd,0.2,sgd,0.2,True,small,91,snapshots_clean/small/f2/0.2_sgd_dp_wd/best_epoch_0091.pt,0.06509368121623993,0.1408632225512778,0.38461538461538464,0.7438057482656095,4,18,1013,
True,f2,f2,0.5_adam,0.5,adam,0.0,False,small,53,snapshots_clean/small/f2/0.5_adam/best_epoch_0053.pt,0.1893855333328247,0.2936410003290556,0.5,0.7452923686818631,4,19,1013,
True,f2,f2,0.5_sgd,0.5,sgd,0.0,False,small,100,snapshots_clean/small/f2/0.5_sgd/best_epoch_0100.pt,0.18744535744190216,0.08629483382691674,0.20833333333333334,0.6215312190287413,4,9,1013,
True,f2,f2,0.5_adam_dp,0.5,adam,0.2,False,small,82,snapshots_clean/small/f2/0.5_adam_dp/best_epoch_0082.pt,0.21535944938659668,0.4186410003290556,0.47500000000000003,0.7472745292368682,4,12,1013,
True,f2,f2,0.5_adam_wd,0.5,adam,0.0,True,small,33,snapshots_clean/small/f2/0.5_adam_wd/best_epoch_0033.pt,0.1889459490776062,0.25197433366238897,0.45833333333333337,0.7475222993062437,4,9,1013,
True,f2,f2,0.5_adam_dp_wd,0.5,adam,0.2,True,small,31,snapshots_clean/small/f2/0.5_adam_dp_wd/best_epoch_0031.pt,0.21326468884944916,0.6051538334978611,0.6875,0.8735133795837463,4,11,1013,
True,f2,f2,0.5_sgd_dp,0.5,sgd,0.2,False,small,95,snapshots_clean/small/f2/0.5_sgd_dp/best_epoch_0095.pt,0.20213723182678223,0.44265383349786114,0.7250000000000001,0.8726461843409317,4,14,1013,
True,f2,f2,0.5_sgd_dp_wd,0.5,sgd,0.2,True,small,93,snapshots_clean/small/f2/0.5_sgd_dp_wd/best_epoch_0093.pt,0.20415732264518738,0.25197433366238897,0.47500000000000003,0.7465312190287413,4,13,1013,
True,f2,f2,1.0_adam,1.0,adam,0.0,False,small,63,snapshots_clean/small/f2/1.0_adam/best_epoch_0063.pt,0.7184365391731262,0.4176538334978611,0.7045454545454545,0.8722745292368681,4,15,1013,
True,f2,f2,1.0_sgd,1.0,sgd,0.0,False,small,84,snapshots_clean/small/f2/1.0_sgd/best_epoch_0084.pt,0.7185471653938293,0.1279615004935834,0.25,0.6232656095143707,4,5,1013,
True,f2,f2,1.0_adam_dp,1.0,adam,0.2,False,small,81,snapshots_clean/small/f2/1.0_adam_dp/best_epoch_0081.pt,0.7431082129478455,0.4186410003290556,0.46875,0.7477700693756195,4,10,1013,
True,f2,f2,1.0_adam_wd,1.0,adam,0.0,True,small,86,snapshots_clean/small/f2/1.0_adam_wd/best_epoch_0086.pt,0.7250733971595764,0.2103076669957223,0.4444444444444444,0.7462834489593657,4,13,1013,
True,f2,f2,1.0_adam_dp_wd,1.0,adam,0.2,True,small,97,snapshots_clean/small/f2/1.0_adam_dp_wd/best_epoch_0097.pt,0.7421267032623291,0.25197433366238897,0.4722222222222222,0.7467789890981169,4,12,1013,
True,f2,f2,1.0_sgd_dp,1.0,sgd,0.2,False,small,89,snapshots_clean/small/f2/1.0_sgd_dp/best_epoch_0089.pt,0.7314799427986145,0.22697433366238895,0.47500000000000003,0.74603567888999,4,14,1013,
True,f2,f2,1.0_sgd_dp_wd,1.0,sgd,0.2,True,small,90,snapshots_clean/small/f2/1.0_sgd_dp_wd/best_epoch_0090.pt,0.7302083969116211,0.22697433366238895,0.47500000000000003,0.74603567888999,4,14,1013,
True,f2,f2,base_sgd_dp,0.0,sgd,0.2,False,small,84,snapshots_clean/small/f2/base_sgd_dp/best_epoch_0084.pt,0.029761435464024544,0.4426538334978611,0.7272727272727272,0.8725222993062438,4,15,1013,
True,f2,f2,base_sgd_wd,0.0,sgd,0.0,True,small,47,snapshots_clean/small/f2/base_sgd_wd/best_epoch_0047.pt,0.006990961730480194,0.2936410003290556,0.5,0.7475222993062439,4,10,1013,
True,f2,f2,base_sgd_dp_wd,0.0,sgd,0.2,True,small,96,snapshots_clean/small/f2/base_sgd_dp_wd/best_epoch_0096.pt,0.030236084014177322,0.2103076669957223,0.4285714285714286,0.7470267591674926,4,10,1013,
True,f2,f2,0.1_sgd_wd,0.1,sgd,0.0,True,small,100,snapshots_clean/small/f2/0.1_sgd_wd/best_epoch_0100.pt,0.016859062016010284,0.22697433366238895,0.48214285714285715,0.7447968285431119,4,19,1013,
True,f2,f2,0.2_sgd_wd,0.2,sgd,0.0,True,small,99,snapshots_clean/small/f2/0.2_sgd_wd/best_epoch_0099.pt,0.04269085079431534,0.21030766699572226,0.4,0.7472745292368681,4,9,1013,
True,f2,f2,0.5_sgd_wd,0.5,sgd,0.0,True,small,98,snapshots_clean/small/f2/0.5_sgd_wd/best_epoch_0098.pt,0.18772876262664795,0.1478076669957223,0.25,0.7460356788899902,4,10,1013,
True,f2,f2,1.0_sgd_wd,1.0,sgd,0.0,True,small,99,snapshots_clean/small/f2/1.0_sgd_wd/best_epoch_0099.pt,0.7213500142097473,0.2936410003290556,0.5,0.7485133795837463,4,6,1013,
