epoch,auroc,auprc,function,experiment,noise,optimizer,dropout,weight_decay,model_size
66,0.7333333333333333,0.7821212121212121,f4,0.1_sgd,0.1,sgd,0.0,False,big
67,0.7333333333333333,0.7821212121212121,f4,0.1_sgd,0.1,sgd,0.0,False,big
68,0.7333333333333333,0.7821212121212121,f4,0.1_sgd,0.1,sgd,0.0,False,big
69,0.7333333333333333,0.7821212121212121,f4,0.1_sgd,0.1,sgd,0.0,False,big
70,0.7333333333333333,0.7821212121212121,f4,0.1_sgd,0.1,sgd,0.0,False,big
71,0.7333333333333333,0.7821212121212121,f4,0.1_sgd,0.1,sgd,0.0,False,big
72,0.7428571428571429,0.7746969696969697,f4,0.1_sgd,0.1,sgd,0.0,False,big
73,0.75,0.7684615384615384,f4,0.1_sgd,0.1,sgd,0.0,False,big
74,0.75,0.7684615384615384,f4,0.1_sgd,0.1,sgd,0.0,False,big
75,0.75,0.7684615384615384,f4,0.1_sgd,0.1,sgd,0.0,False,big
76,0.75,0.7684615384615384,f4,0.1_sgd,0.1,sgd,0.0,False,big
77,0.75,0.7684615384615384,f4,0.1_sgd,0.1,sgd,0.0,False,big
78,0.75,0.7684615384615384,f4,0.1_sgd,0.1,sgd,0.0,False,big
79,0.75,0.7684615384615384,f4,0.1_sgd,0.1,sgd,0.0,False,big
80,0.76,0.7585714285714286,f4,0.1_sgd,0.1,sgd,0.0,False,big
81,0.76,0.7585714285714286,f4,0.1_sgd,0.1,sgd,0.0,False,big
82,0.76,0.7585714285714286,f4,0.1_sgd,0.1,sgd,0.0,False,big
83,0.7454545454545455,0.72625,f4,0.1_sgd,0.1,sgd,0.0,False,big
84,0.7454545454545455,0.72625,f4,0.1_sgd,0.1,sgd,0.0,False,big
85,0.74,0.7302380952380952,f4,0.1_sgd,0.1,sgd,0.0,False,big
86,0.7454545454545455,0.72625,f4,0.1_sgd,0.1,sgd,0.0,False,big
87,0.74,0.7302380952380952,f4,0.1_sgd,0.1,sgd,0.0,False,big
88,0.7454545454545455,0.72625,f4,0.1_sgd,0.1,sgd,0.0,False,big
89,0.74,0.7302380952380952,f4,0.1_sgd,0.1,sgd,0.0,False,big
90,0.74,0.7302380952380952,f4,0.1_sgd,0.1,sgd,0.0,False,big
91,0.74,0.7302380952380952,f4,0.1_sgd,0.1,sgd,0.0,False,big
92,0.7454545454545455,0.72625,f4,0.1_sgd,0.1,sgd,0.0,False,big
93,0.7333333333333333,0.6910784313725491,f4,0.1_sgd,0.1,sgd,0.0,False,big
94,0.7272727272727273,0.6945833333333333,f4,0.1_sgd,0.1,sgd,0.0,False,big
95,0.7454545454545455,0.72625,f4,0.1_sgd,0.1,sgd,0.0,False,big
96,0.7454545454545455,0.72625,f4,0.1_sgd,0.1,sgd,0.0,False,big
97,0.7454545454545455,0.72625,f4,0.1_sgd,0.1,sgd,0.0,False,big
98,0.7454545454545455,0.72625,f4,0.1_sgd,0.1,sgd,0.0,False,big
99,0.7454545454545455,0.72625,f4,0.1_sgd,0.1,sgd,0.0,False,big
100,0.7454545454545455,0.72625,f4,0.1_sgd,0.1,sgd,0.0,False,big
