success,function_name,function,wd_experiment,noise,optimizer,dropout,weight_decay,model_size,best_epoch,checkpoint_path,wd_val_loss,wd_auprc_full,wd_auroc,auroc_full,num_gt,num_detected,num_candidates,error,source_file,weight_decay_bool,base_experiment,base_auprc_full,base_auroc,base_val_loss,delta_auprc_full,delta_auroc,delta_val_loss,wd_better_auprc,wd_better_auroc,wd_better_val_loss,wd_meaningful_auprc_gain,wd_meaningful_auprc_loss
True,f5,f5,0.1_adam_wd,0.1,adam,0.0,True,small,38,snapshots_clean/small/f5/0.1_adam_wd/best_epoch_0038.pt,0.008282390423119,0.8928571428571428,1.0,0.9992566897918732,4,19,1013,,results/small/f5_analysis.csv,True,0.1_adam,0.875,0.9821428571428572,0.0074374163523316,0.017857142857142794,0.017857142857142794,0.0008449740707874003,True,True,False,True,False
True,f5,f5,0.1_adam_dp_wd,0.1,adam,0.2,True,small,92,snapshots_clean/small/f5/0.1_adam_dp_wd/best_epoch_0092.pt,0.0199780277907848,0.501974333662389,0.5,0.7485133795837462,4,8,1013,,results/small/f5_analysis.csv,True,0.1_adam_dp,0.7509871668311945,0.75,0.0330776087939739,-0.24901283316880551,-0.25,-0.0130995810031891,False,False,True,False,True
True,f5,f5,0.1_sgd_dp_wd,0.1,sgd,0.2,True,small,100,snapshots_clean/small/f5/0.1_sgd_dp_wd/best_epoch_0100.pt,0.0247788894921541,0.6509871668311944,0.6666666666666666,0.8740089197224975,4,7,1013,,results/small/f5_analysis.csv,True,0.1_sgd_dp,0.501974333662389,0.5,0.026256626471877,0.14901283316880543,0.16666666666666663,-0.0014777369797229004,True,True,True,True,False
True,f5,f5,0.2_adam_wd,0.2,adam,0.0,True,small,51,snapshots_clean/small/f5/0.2_adam_wd/best_epoch_0051.pt,0.0229412876069545,0.8928571428571428,1.0,0.9992566897918732,4,12,1013,,results/small/f5_analysis.csv,True,0.2_adam,0.7509871668311945,0.75,0.0228008944541215,0.1418699760259483,0.25,0.00014039315283300227,True,True,False,True,False
True,f5,f5,0.2_adam_dp_wd,0.2,adam,0.2,True,small,78,snapshots_clean/small/f5/0.2_adam_dp_wd/best_epoch_0078.pt,0.0364264510571956,0.501974333662389,0.5,0.7487611496531219,4,7,1013,,results/small/f5_analysis.csv,True,0.2_adam_dp,0.501974333662389,0.5,0.0411046035587787,0.0,0.0,-0.004678152501583099,False,False,True,False,False
True,f5,f5,0.2_sgd_dp_wd,0.2,sgd,0.2,True,small,100,snapshots_clean/small/f5/0.2_sgd_dp_wd/best_epoch_0100.pt,0.0346506796777248,0.95,0.975,0.9997522299306244,4,14,1013,,results/small/f5_analysis.csv,True,0.2_sgd_dp,0.9166666666666666,0.9722222222222222,0.0397587195038795,0.033333333333333326,0.002777777777777768,-0.005108039826154702,True,True,True,True,False
True,f5,f5,0.5_adam_wd,0.5,adam,0.0,True,small,73,snapshots_clean/small/f5/0.5_adam_wd/best_epoch_0073.pt,0.1266553401947021,0.8928571428571428,0.8928571428571428,0.9992566897918732,4,11,1013,,results/small/f5_analysis.csv,True,0.5_adam,0.95,1.0,0.1249885857105255,-0.05714285714285716,-0.1071428571428572,0.0016667544841765941,False,False,False,False,True
True,f5,f5,0.5_adam_dp_wd,0.5,adam,0.2,True,small,80,snapshots_clean/small/f5/0.5_adam_dp_wd/best_epoch_0080.pt,0.1369435787200927,0.501974333662389,0.5,0.7487611496531219,4,7,1013,,results/small/f5_analysis.csv,True,0.5_adam_dp,0.501974333662389,0.5,0.1353280246257782,0.0,0.0,0.001615554094314492,False,False,False,False,False
True,f5,f5,0.5_sgd_dp_wd,0.5,sgd,0.2,True,small,96,snapshots_clean/small/f5/0.5_sgd_dp_wd/best_epoch_0096.pt,0.1367300897836685,0.6081300239740516,0.7115384615384615,0.8721506442021804,4,18,1013,,results/small/f5_analysis.csv,True,0.5_sgd_dp,0.6259871668311945,0.7083333333333334,0.1364485919475555,-0.017857142857142905,0.0032051282051280827,0.00028149783611300383,False,True,False,False,True
True,f5,f5,1.0_adam_wd,1.0,adam,0.0,True,small,49,snapshots_clean/small/f5/1.0_adam_wd/best_epoch_0049.pt,0.491026908159256,1.0,1.0,1.0,4,13,1013,,results/small/f5_analysis.csv,True,1.0_adam,0.8303571428571428,0.975,0.4898761212825775,0.1696428571428572,0.025000000000000022,0.0011507868766784668,True,True,False,True,False
True,f5,f5,1.0_adam_dp_wd,1.0,adam,0.2,True,small,97,snapshots_clean/small/f5/1.0_adam_dp_wd/best_epoch_0097.pt,0.5040277242660522,0.501974333662389,0.5,0.7490089197224976,4,6,1013,,results/small/f5_analysis.csv,True,1.0_adam_dp,0.501974333662389,0.5,0.5061147809028625,0.0,0.0,-0.0020870566368103027,False,False,True,False,False
True,f5,f5,1.0_sgd_dp_wd,1.0,sgd,0.2,True,small,98,snapshots_clean/small/f5/1.0_sgd_dp_wd/best_epoch_0098.pt,0.501008152961731,0.7986111111111112,0.75,0.9985133795837462,4,10,1013,,results/small/f5_analysis.csv,True,1.0_sgd_dp,0.875,0.8333333333333334,0.5050577521324158,-0.07638888888888884,-0.08333333333333337,-0.0040495991706848145,False,False,True,False,True
True,f5,f5,base_sgd_wd,0.0,sgd,0.0,True,small,93,snapshots_clean/small/f5/base_sgd_wd/best_epoch_0093.pt,0.0027293546590954,0.7509871668311945,0.75,0.8737611496531219,4,13,1013,,results/small/f5_analysis.csv,True,base_sgd,0.8875,1.0,0.0032948597799986,-0.13651283316880547,-0.25,-0.0005655051209031998,False,False,True,False,True
True,f5,f5,base_sgd_dp_wd,0.0,sgd,0.2,True,small,89,snapshots_clean/small/f5/base_sgd_dp_wd/best_epoch_0089.pt,0.0159373935312032,0.501974333662389,0.5,0.7487611496531219,4,7,1013,,results/small/f5_analysis.csv,True,base_sgd_dp,0.7509871668311945,0.75,0.0231671836227178,-0.24901283316880551,-0.25,-0.007229790091514598,False,False,True,False,True
True,f5,f5,0.1_sgd_wd,0.1,sgd,0.0,True,small,100,snapshots_clean/small/f5/0.1_sgd_wd/best_epoch_0100.pt,0.0085052847862243,0.7541666666666667,0.8,0.9970267591674924,4,17,1013,,results/small/f5_analysis.csv,True,0.1_sgd,0.7986111111111112,0.9807692307692308,0.0077754245139658,-0.04444444444444451,-0.1807692307692308,0.0007298602722584993,False,False,False,False,True
True,f5,f5,0.2_sgd_wd,0.2,sgd,0.0,True,small,100,snapshots_clean/small/f5/0.2_sgd_wd/best_epoch_0100.pt,0.0231880880892276,0.8875,1.0,0.9995044598612488,4,15,1013,,results/small/f5_analysis.csv,True,0.2_sgd,0.8166666666666667,0.9705882352941176,0.0232519265264272,0.0708333333333333,0.02941176470588236,-6.383843719959953e-05,True,True,True,True,False
True,f5,f5,0.5_sgd_wd,0.5,sgd,0.0,True,small,94,snapshots_clean/small/f5/0.5_sgd_wd/best_epoch_0094.pt,0.1253062486648559,1.0,1.0,1.0,4,8,1013,,results/small/f5_analysis.csv,True,0.5_sgd,0.8166666666666667,1.0,0.125823512673378,0.18333333333333335,0.0,-0.0005172640085220892,True,False,True,True,False
True,f5,f5,1.0_sgd_wd,1.0,sgd,0.0,True,small,78,snapshots_clean/small/f5/1.0_sgd_wd/best_epoch_0078.pt,0.4920936822891235,0.501974333662389,0.5,0.7492566897918732,4,5,1013,,results/small/f5_analysis.csv,True,1.0_sgd,0.8541666666666666,0.9375,0.4909240305423736,-0.35219233300427766,-0.4375,0.001169651746749878,False,False,False,False,True
True,f2,f2,0.1_adam_wd,0.1,adam,0.0,True,small,100,snapshots_clean/small/f2/0.1_adam_wd/best_epoch_0100.pt,0.0163332503288984,0.2936410003290556,0.5,0.7467789890981169,4,13,1013,,results/small/f2_analysis.csv,True,0.1_adam,0.2936410003290556,0.5,0.0168689414858818,0.0,0.0,-0.0005356911569833998,False,False,True,False,False
True,f2,f2,0.1_adam_dp_wd,0.1,adam,0.2,True,small,50,snapshots_clean/small/f2/0.1_adam_dp_wd/best_epoch_0050.pt,0.036151323467493,0.2103076669957223,0.4375,0.746778989098117,4,11,1013,,results/small/f2_analysis.csv,True,0.1_adam_dp,0.2103076669957223,0.4375,0.0372624844312667,0.0,0.0,-0.0011111609637736997,False,False,True,False,False
True,f2,f2,0.1_sgd_dp_wd,0.1,sgd,0.2,True,small,97,snapshots_clean/small/f2/0.1_sgd_dp_wd/best_epoch_0097.pt,0.0354131534695625,0.2269743336623889,0.46875,0.7465312190287413,4,12,1013,,results/small/f2_analysis.csv,True,0.1_sgd_dp,0.2103076669957223,0.4444444444444444,0.0394156724214553,0.016666666666666607,0.02430555555555558,-0.004002518951892797,True,True,True,True,False
True,f2,f2,0.2_adam_wd,0.2,adam,0.0,True,small,86,snapshots_clean/small/f2/0.2_adam_wd/best_epoch_0086.pt,0.0371271483600139,0.2936410003290556,0.5,0.7472745292368682,4,11,1013,,results/small/f2_analysis.csv,True,0.2_adam,0.2936410003290556,0.5,0.0393836386501789,0.0,0.0,-0.002256490290165003,False,False,True,False,False
True,f2,f2,0.2_adam_dp_wd,0.2,adam,0.2,True,small,86,snapshots_clean/small/f2/0.2_adam_dp_wd/best_epoch_0086.pt,0.0565162114799022,0.2103076669957223,0.4375,0.746778989098117,4,11,1013,,results/small/f2_analysis.csv,True,0.2_adam_dp,0.4801538334978611,0.75,0.1107945516705513,-0.26984616650213883,-0.3125,-0.0542783401906491,False,False,True,False,True
True,f2,f2,0.2_sgd_dp_wd,0.2,sgd,0.2,True,small,91,snapshots_clean/small/f2/0.2_sgd_dp_wd/best_epoch_0091.pt,0.0650936812162399,0.1408632225512778,0.3846153846153846,0.7438057482656095,4,18,1013,,results/small/f2_analysis.csv,True,0.2_sgd_dp,0.1853076669957222,0.3928571428571428,0.056938212364912,-0.0444444444444444,-0.008241758241758212,0.008155468851327903,False,False,False,False,True
True,f2,f2,0.5_adam_wd,0.5,adam,0.0,True,small,33,snapshots_clean/small/f2/0.5_adam_wd/best_epoch_0033.pt,0.1889459490776062,0.2519743336623889,0.4583333333333333,0.7475222993062437,4,9,1013,,results/small/f2_analysis.csv,True,0.5_adam,0.2936410003290556,0.5,0.1893855333328247,-0.041666666666666685,-0.041666666666666685,-0.00043958425521850586,False,False,True,False,True
True,f2,f2,0.5_adam_dp_wd,0.5,adam,0.2,True,small,31,snapshots_clean/small/f2/0.5_adam_dp_wd/best_epoch_0031.pt,0.2132646888494491,0.6051538334978611,0.6875,0.8735133795837463,4,11,1013,,results/small/f2_analysis.csv,True,0.5_adam_dp,0.4186410003290556,0.475,0.2153594493865966,0.18651283316880551,0.21250000000000002,-0.0020947605371474942,True,True,True,True,False
True,f2,f2,0.5_sgd_dp_wd,0.5,sgd,0.2,True,small,93,snapshots_clean/small/f2/0.5_sgd_dp_wd/best_epoch_0093.pt,0.2041573226451873,0.2519743336623889,0.475,0.7465312190287413,4,13,1013,,results/small/f2_analysis.csv,True,0.5_sgd_dp,0.4426538334978611,0.7250000000000001,0.2021372318267822,-0.19067949983547217,-0.2500000000000001,0.002020090818405096,False,False,False,False,True
True,f2,f2,1.0_adam_wd,1.0,adam,0.0,True,small,86,snapshots_clean/small/f2/1.0_adam_wd/best_epoch_0086.pt,0.7250733971595764,0.2103076669957223,0.4444444444444444,0.7462834489593657,4,13,1013,,results/small/f2_analysis.csv,True,1.0_adam,0.4176538334978611,0.7045454545454545,0.7184365391731262,-0.20734616650213883,-0.26010101010101006,0.006636857986450195,False,False,False,False,True
True,f2,f2,1.0_adam_dp_wd,1.0,adam,0.2,True,small,97,snapshots_clean/small/f2/1.0_adam_dp_wd/best_epoch_0097.pt,0.7421267032623291,0.2519743336623889,0.4722222222222222,0.7467789890981169,4,12,1013,,results/small/f2_analysis.csv,True,1.0_adam_dp,0.4186410003290556,0.46875,0.7431082129478455,-0.16666666666666669,0.00347222222222221,-0.0009815096855163574,False,True,True,False,True
True,f2,f2,1.0_sgd_dp_wd,1.0,sgd,0.2,True,small,90,snapshots_clean/small/f2/1.0_sgd_dp_wd/best_epoch_0090.pt,0.7302083969116211,0.2269743336623889,0.475,0.74603567888999,4,14,1013,,results/small/f2_analysis.csv,True,1.0_sgd_dp,0.2269743336623889,0.475,0.7314799427986145,0.0,0.0,-0.0012715458869934082,False,False,True,False,False
True,f2,f2,base_sgd_wd,0.0,sgd,0.0,True,small,47,snapshots_clean/small/f2/base_sgd_wd/best_epoch_0047.pt,0.0069909617304801,0.2936410003290556,0.5,0.7475222993062439,4,10,1013,,results/small/f2_analysis.csv,True,base_sgd,0.2269743336623889,0.4375,0.0105325644835829,0.06666666666666671,0.0625,-0.0035416027531028,True,True,True,True,False
True,f2,f2,base_sgd_dp_wd,0.0,sgd,0.2,True,small,96,snapshots_clean/small/f2/base_sgd_dp_wd/best_epoch_0096.pt,0.0302360840141773,0.2103076669957223,0.4285714285714286,0.7470267591674926,4,10,1013,,results/small/f2_analysis.csv,True,base_sgd_dp,0.4426538334978611,0.7272727272727272,0.0297614354640245,-0.2323461665021388,-0.2987012987012986,0.0004746485501528029,False,False,False,False,True
True,f2,f2,0.1_sgd_wd,0.1,sgd,0.0,True,small,100,snapshots_clean/small/f2/0.1_sgd_wd/best_epoch_0100.pt,0.0168590620160102,0.2269743336623889,0.4821428571428571,0.7447968285431119,4,19,1013,,results/small/f2_analysis.csv,True,0.1_sgd,0.1567362384242936,0.4545454545454545,0.0161511320620775,0.0702380952380953,0.02759740259740262,0.0007079299539326997,True,True,False,True,False
True,f2,f2,0.2_sgd_wd,0.2,sgd,0.0,True,small,99,snapshots_clean/small/f2/0.2_sgd_wd/best_epoch_0099.pt,0.0426908507943153,0.2103076669957222,0.4,0.7472745292368681,4,9,1013,,results/small/f2_analysis.csv,True,0.2_sgd,0.3447371668311945,0.5833333333333334,0.0386410318315029,-0.13442949983547228,-0.18333333333333335,0.004049818962812403,False,False,False,False,True
True,f2,f2,0.5_sgd_wd,0.5,sgd,0.0,True,small,98,snapshots_clean/small/f2/0.5_sgd_wd/best_epoch_0098.pt,0.1877287626266479,0.1478076669957223,0.25,0.7460356788899902,4,10,1013,,results/small/f2_analysis.csv,True,0.5_sgd,0.0862948338269167,0.2083333333333333,0.1874453574419021,0.061512833168805583,0.04166666666666671,0.0002834051847457886,True,True,False,True,False
True,f2,f2,1.0_sgd_wd,1.0,sgd,0.0,True,small,99,snapshots_clean/small/f2/1.0_sgd_wd/best_epoch_0099.pt,0.7213500142097473,0.2936410003290556,0.5,0.7485133795837463,4,6,1013,,results/small/f2_analysis.csv,True,1.0_sgd,0.1279615004935834,0.25,0.7185471653938293,0.1656794998354722,0.25,0.0028028488159179688,True,True,False,True,False
True,f3,f3,0.1_adam_wd,0.1,adam,0.0,True,small,51,snapshots_clean/small/f3/0.1_adam_wd/best_epoch_0051.pt,0.0426878929138183,0.3968205001645278,0.75,0.8705401387512388,4,15,1013,,results/small/f3_analysis.csv,True,0.1_adam,0.5436720142602496,0.8928571428571428,0.0561395436525344,-0.14685151409572178,-0.1428571428571428,-0.013451650738716105,False,False,True,False,True
True,f3,f3,0.1_adam_dp_wd,0.1,adam,0.2,True,small,95,snapshots_clean/small/f3/0.1_adam_dp_wd/best_epoch_0095.pt,0.1271847635507583,0.2529615004935834,0.25,0.6179385530227949,4,20,1013,,results/small/f3_analysis.csv,True,0.1_adam_dp,0.2529615004935834,0.25,0.1390279680490493,0.0,0.0,-0.011843204498290988,False,False,True,False,False
True,f3,f3,0.1_sgd_dp_wd,0.1,sgd,0.2,True,small,71,snapshots_clean/small/f3/0.1_sgd_dp_wd/best_epoch_0071.pt,0.0938564166426658,0.2529615004935834,0.25,0.6205401387512388,4,13,1013,,results/small/f3_analysis.csv,True,0.1_sgd_dp,0.2529615004935834,0.25,0.1007763296365737,0.0,0.0,-0.006919912993907901,False,False,True,False,False
True,f3,f3,0.2_adam_wd,0.2,adam,0.0,True,small,48,snapshots_clean/small/f3/0.2_adam_wd/best_epoch_0048.pt,0.1185124069452285,0.575,0.9642857142857144,0.9970267591674924,4,16,1013,,results/small/f3_analysis.csv,True,0.2_adam,0.5009871668311945,0.75,0.1127536669373512,0.07401283316880547,0.2142857142857144,0.005758740007877294,True,True,False,True,False
True,f3,f3,0.2_adam_dp_wd,0.2,adam,0.2,True,small,78,snapshots_clean/small/f3/0.2_adam_dp_wd/best_epoch_0078.pt,0.183340236544609,0.2529615004935834,0.25,0.6194251734390486,4,16,1013,,results/small/f3_analysis.csv,True,0.2_adam_dp,0.2529615004935834,0.25,0.1767988801002502,0.0,0.0,0.006541356444358798,False,False,False,False,False
True,f3,f3,0.2_sgd_dp_wd,0.2,sgd,0.2,True,small,58,snapshots_clean/small/f3/0.2_sgd_dp_wd/best_epoch_0058.pt,0.171687364578247,0.2529615004935834,0.25,0.6209117938553023,4,12,1013,,results/small/f3_analysis.csv,True,0.2_sgd_dp,0.2529615004935834,0.25,0.1679660826921463,0.0,0.0,0.0037212818861006858,False,False,False,False,False
True,f3,f3,0.5_adam_wd,0.5,adam,0.0,True,small,71,snapshots_clean/small/f3/0.5_adam_wd/best_epoch_0071.pt,0.6232690811157227,0.6051538334978611,0.75,0.873017839444995,4,15,1013,,results/small/f3_analysis.csv,True,0.5_adam,0.6394230769230769,0.75,0.632619321346283,-0.034269243425215756,0.0,-0.009350240230560303,False,False,True,False,True
True,f3,f3,0.5_adam_dp_wd,0.5,adam,0.2,True,small,99,snapshots_clean/small/f3/0.5_adam_dp_wd/best_epoch_0099.pt,0.6809240579605103,0.2529615004935834,0.25,0.6212834489593657,4,11,1013,,results/small/f3_analysis.csv,True,0.5_adam_dp,0.2529615004935834,0.25,0.7063572406768799,0.0,0.0,-0.02543318271636963,False,False,True,False,False
True,f3,f3,0.5_sgd_dp_wd,0.5,sgd,0.2,True,small,90,snapshots_clean/small/f3/0.5_sgd_dp_wd/best_epoch_0090.pt,0.6619454026222229,0.2529615004935834,0.25,0.6205401387512388,4,13,1013,,results/small/f3_analysis.csv,True,0.5_sgd_dp,0.2529615004935834,0.25,0.6685602068901062,0.0,0.0,-0.006614804267883301,False,False,True,False,False
True,f3,f3,1.0_adam_wd,1.0,adam,0.0,True,small,50,snapshots_clean/small/f3/1.0_adam_wd/best_epoch_0050.pt,2.424116373062134,0.38154272238675,0.5,0.8705401387512389,4,11,1013,,results/small/f3_analysis.csv,True,1.0_adam,0.3816689850130126,0.5833333333333334,2.4210729598999023,-0.00012626262626258544,-0.08333333333333337,0.0030434131622314453,False,False,False,False,False
True,f3,f3,1.0_adam_dp_wd,1.0,adam,0.2,True,small,15,snapshots_clean/small/f3/1.0_adam_dp_wd/best_epoch_0015.pt,2.4789090156555176,0.2529615004935834,0.25,0.6216551040634292,4,10,1013,,results/small/f3_analysis.csv,True,1.0_adam_dp,0.1279615004935834,0.234375,2.49678897857666,0.125,0.015625,-0.017879962921142578,True,True,True,True,False
True,f3,f3,1.0_sgd_dp_wd,1.0,sgd,0.2,True,small,47,snapshots_clean/small/f3/1.0_sgd_dp_wd/best_epoch_0047.pt,2.449758768081665,0.2529615004935834,0.25,0.6209117938553023,4,12,1013,,results/small/f3_analysis.csv,True,1.0_sgd_dp,0.2529615004935834,0.25,2.449673891067505,0.0,0.0,8.487701416015625e-05,False,False,False,False,False
True,f3,f3,base_sgd_wd,0.0,sgd,0.0,True,small,58,snapshots_clean/small/f3/base_sgd_wd/best_epoch_0058.pt,0.0166604854166507,0.4896103896103896,0.8125,0.994796828543112,4,18,1013,,results/small/f3_analysis.csv,True,base_sgd,0.5179924242424243,0.9,0.0200458634644746,-0.028382034632034703,-0.08750000000000002,-0.0033853780478239025,False,False,True,False,True
True,f3,f3,base_sgd_dp_wd,0.0,sgd,0.2,True,small,56,snapshots_clean/small/f3/base_sgd_dp_wd/best_epoch_0056.pt,0.0778510645031929,0.2529615004935834,0.25,0.6212834489593657,4,11,1013,,results/small/f3_analysis.csv,True,base_sgd_dp,0.2529615004935834,0.25,0.0991287603974342,0.0,0.0,-0.021277695894241305,False,False,True,False,False
True,f3,f3,0.1_sgd_wd,0.1,sgd,0.0,True,small,100,snapshots_clean/small/f3/0.1_sgd_wd/best_epoch_0100.pt,0.0414132513105869,0.7509871668311945,0.75,0.8733894945490585,4,16,1013,,results/small/f3_analysis.csv,True,0.1_sgd,0.6742424242424243,0.9444444444444444,0.0470087677240371,0.07674474258877018,-0.19444444444444442,-0.0055955164134501995,True,False,True,True,False
True,f3,f3,0.2_sgd_wd,0.2,sgd,0.0,True,small,97,snapshots_clean/small/f3/0.2_sgd_wd/best_epoch_0097.pt,0.1244156584143638,0.6051538334978611,0.75,0.8735133795837463,4,11,1013,,results/small/f3_analysis.csv,True,0.2_sgd,0.7509871668311945,0.75,0.1170591786503791,-0.14583333333333337,0.0,0.007356479763984708,False,False,False,False,True
True,f3,f3,0.5_sgd_wd,0.5,sgd,0.0,True,small,97,snapshots_clean/small/f3/0.5_sgd_wd/best_epoch_0097.pt,0.6218918561935425,0.5426538334978611,0.6499999999999999,0.8732656095143707,4,9,1013,,results/small/f3_analysis.csv,True,0.5_sgd,0.4759871668311944,0.75,0.6208323836326599,0.06666666666666671,-0.10000000000000009,0.0010594725608825684,True,False,False,True,False
True,f3,f3,1.0_sgd_wd,1.0,sgd,0.0,True,small,66,snapshots_clean/small/f3/1.0_sgd_wd/best_epoch_0066.pt,2.4313805103302,0.3353076669957223,0.5,0.7477700693756194,4,7,1013,,results/small/f3_analysis.csv,True,1.0_sgd,0.3519743336623889,0.5,2.423171281814575,-0.016666666666666607,0.0,0.008209228515625,False,False,False,False,True
True,f4,f4,0.1_adam_wd,0.1,adam,0.0,True,small,39,snapshots_clean/small/f4/0.1_adam_wd/best_epoch_0039.pt,0.0444807335734367,0.5519743336623889,0.6,0.7972222222222223,5,16,1013,,results/small/f4_analysis.csv,True,0.1_adam,0.6652728811169089,0.8,0.0398167744278907,-0.11329854745451995,-0.20000000000000007,0.004663959145546001,False,False,False,False,True
True,f4,f4,0.1_adam_dp_wd,0.1,adam,0.2,True,small,68,snapshots_clean/small/f4/0.1_adam_dp_wd/best_epoch_0068.pt,0.1097380220890045,0.4029615004935834,0.4,0.6958333333333333,5,16,1013,,results/small/f4_analysis.csv,True,0.1_adam_dp,0.4029615004935834,0.4,0.1141252741217613,0.0,0.0,-0.0043872520327567915,False,False,True,False,False
True,f4,f4,0.1_sgd_dp_wd,0.1,sgd,0.2,True,small,66,snapshots_clean/small/f4/0.1_sgd_dp_wd/best_epoch_0066.pt,0.0911970734596252,0.4029615004935834,0.4,0.6970238095238095,5,12,1013,,results/small/f4_analysis.csv,True,0.1_sgd_dp,0.4029615004935834,0.4,0.1094177439808845,0.0,0.0,-0.018220670521259294,False,False,True,False,False
True,f4,f4,0.2_adam_wd,0.2,adam,0.0,True,small,88,snapshots_clean/small/f4/0.2_adam_wd/best_epoch_0088.pt,0.1271090060472488,0.6843205001645278,0.8,0.8979166666666667,5,19,1013,,results/small/f4_analysis.csv,True,0.2_adam,0.6543205001645278,0.8,0.1216008514165878,0.030000000000000027,0.0,0.005508154630661011,True,False,False,True,False
True,f4,f4,0.2_adam_dp_wd,0.2,adam,0.2,True,small,84,snapshots_clean/small/f4/0.2_adam_dp_wd/best_epoch_0084.pt,0.2001547366380691,0.4029615004935834,0.4,0.6937499999999999,5,23,1013,,results/small/f4_analysis.csv,True,0.2_adam_dp,0.4029615004935834,0.4,0.2368485331535339,0.0,0.0,-0.03669379651546481,False,False,True,False,False
True,f4,f4,0.2_sgd_dp_wd,0.2,sgd,0.2,True,small,63,snapshots_clean/small/f4/0.2_sgd_dp_wd/best_epoch_0063.pt,0.1752069890499115,0.4029615004935834,0.4,0.6973214285714285,5,11,1013,,results/small/f4_analysis.csv,True,0.2_sgd_dp,0.4029615004935834,0.4,0.1925624758005142,0.0,0.0,-0.017355486750602694,False,False,True,False,False
True,f4,f4,0.5_adam_wd,0.5,adam,0.0,True,small,75,snapshots_clean/small/f4/0.5_adam_wd/best_epoch_0075.pt,0.6783073544502258,0.5543205001645277,0.8,0.898015873015873,5,12,1013,,results/small/f4_analysis.csv,True,0.5_adam,0.7569230769230768,0.8857142857142857,0.6844547390937805,-0.2026025767585491,-0.08571428571428563,-0.0061473846435546875,False,False,True,False,True
True,f4,f4,0.5_adam_dp_wd,0.5,adam,0.2,True,small,87,snapshots_clean/small/f4/0.5_adam_dp_wd/best_epoch_0087.pt,0.7450866103172302,0.4029615004935834,0.4,0.6973214285714285,5,11,1013,,results/small/f4_analysis.csv,True,0.5_adam_dp,0.4029615004935834,0.4,0.8076313138008118,0.0,0.0,-0.06254470348358154,False,False,True,False,False
True,f4,f4,0.5_sgd_dp_wd,0.5,sgd,0.2,True,small,61,snapshots_clean/small/f4/0.5_sgd_dp_wd/best_epoch_0061.pt,0.7121406197547913,0.2039486673247779,0.2,0.596031746031746,5,11,1013,,results/small/f4_analysis.csv,True,0.5_sgd_dp,0.2039486673247779,0.2,0.7501571178436279,0.0,0.0,-0.03801649808883667,False,False,True,False,False
True,f4,f4,1.0_adam_wd,1.0,adam,0.0,True,small,77,snapshots_clean/small/f4/1.0_adam_wd/best_epoch_0077.pt,2.614914655685425,0.3543552860433413,0.4666666666666667,0.7972222222222223,5,9,1013,,results/small/f4_analysis.csv,True,1.0_adam,0.2474059449380278,0.2666666666666667,2.6279590129852295,0.10694934110531351,0.19999999999999996,-0.013044357299804688,True,True,True,True,False
True,f4,f4,1.0_adam_dp_wd,1.0,adam,0.2,True,small,84,snapshots_clean/small/f4/1.0_adam_dp_wd/best_epoch_0084.pt,2.6984407901763916,0.2039486673247779,0.2,0.5968253968253968,5,9,1013,,results/small/f4_analysis.csv,True,1.0_adam_dp,0.2039486673247779,0.2,2.727968692779541,0.0,0.0,-0.029527902603149414,False,False,True,False,False
True,f4,f4,1.0_sgd_dp_wd,1.0,sgd,0.2,True,small,74,snapshots_clean/small/f4/1.0_sgd_dp_wd/best_epoch_0074.pt,2.645158529281616,0.2039486673247779,0.2,0.5948412698412698,5,14,1013,,results/small/f4_analysis.csv,True,1.0_sgd_dp,0.2039486673247779,0.2,2.6352953910827637,0.0,0.0,0.009863138198852539,False,False,False,False,False
True,f4,f4,base_sgd_wd,0.0,sgd,0.0,True,small,55,snapshots_clean/small/f4/base_sgd_wd/best_epoch_0055.pt,0.014981054700911,0.3319743336623889,0.52,0.7952380952380953,5,15,1013,,results/small/f4_analysis.csv,True,base_sgd,0.381974333662389,0.6,0.025907838717103,-0.0500000000000001,-0.07999999999999996,-0.010926784016192001,False,False,True,False,True
True,f4,f4,base_sgd_dp_wd,0.0,sgd,0.2,True,small,51,snapshots_clean/small/f4/base_sgd_dp_wd/best_epoch_0051.pt,0.0875504910945892,0.4029615004935834,0.4,0.6967261904761904,5,13,1013,,results/small/f4_analysis.csv,True,base_sgd_dp,0.4029615004935834,0.4,0.0873671993613243,0.0,0.0,0.00018329173326490922,False,False,False,False,False
True,f4,f4,0.1_sgd_wd,0.1,sgd,0.0,True,small,100,snapshots_clean/small/f4/0.1_sgd_wd/best_epoch_0100.pt,0.0516315661370754,0.7100000000000001,0.8941176470588236,0.9974206349206348,5,23,1013,,results/small/f4_analysis.csv,True,0.1_sgd,0.492156862745098,0.961904761904762,0.0475481115281581,0.21784313725490206,-0.06778711484593847,0.004083454608917306,True,False,False,True,False
True,f4,f4,0.2_sgd_wd,0.2,sgd,0.0,True,small,100,snapshots_clean/small/f4/0.2_sgd_wd/best_epoch_0100.pt,0.1268268376588821,0.4667014525454802,0.7500000000000001,0.8967261904761905,5,15,1013,,results/small/f4_analysis.csv,True,0.2_sgd,0.321974333662389,0.42,0.129937931895256,0.1447271188830912,0.3300000000000001,-0.0031110942363738736,True,True,True,True,False
