success,function_name,function,wd_experiment,noise,optimizer,dropout,weight_decay,model_size,best_epoch,checkpoint_path,wd_val_loss,wd_auprc_full,wd_auroc,auroc_full,num_gt,num_detected,num_candidates,error,source_file,weight_decay_bool,base_experiment,base_auprc_full,base_auroc,base_val_loss,delta_auprc_full,delta_auroc,delta_val_loss,wd_better_auprc,wd_better_auroc,wd_better_val_loss,wd_meaningful_auprc_gain,wd_meaningful_auprc_loss
True,f10,f10,0.1_sgd_dp_wd,0.1,sgd,0.2,True,small,100,snapshots_clean/small/f10/0.1_sgd_dp_wd/best_epoch_0100.pt,0.0304849855601787,0.501974333662389,0.5,0.7475222993062438,4,12,1013,,results/small/f10_analysis.csv,True,0.1_sgd_dp,0.501974333662389,0.5,0.0307425968348979,0.0,0.0,-0.0002576112747192001,False,False,True,False,False
True,f10,f10,0.2_adam_wd,0.2,adam,0.0,True,small,53,snapshots_clean/small/f10/0.2_adam_wd/best_epoch_0053.pt,0.0785655081272125,1.0,1.0,1.0,4,11,1013,,results/small/f10_analysis.csv,True,0.2_adam,1.0,1.0,0.077609546482563,0.0,0.0,0.0009559616446494917,False,False,False,False,False
True,f10,f10,0.2_adam_dp_wd,0.2,adam,0.2,True,small,54,snapshots_clean/small/f10/0.2_adam_dp_wd/best_epoch_0054.pt,0.1022426709532737,0.6884871668311945,0.7000000000000001,0.8741328047571854,4,8,1013,,results/small/f10_analysis.csv,True,0.2_adam_dp,0.7509871668311945,0.75,0.1065693944692611,-0.0625,-0.04999999999999993,-0.004326723515987396,False,False,True,False,True
True,f10,f10,0.2_sgd_dp_wd,0.2,sgd,0.2,True,small,97,snapshots_clean/small/f10/0.2_sgd_dp_wd/best_epoch_0097.pt,0.0853505879640579,0.501974333662389,0.5,0.7477700693756195,4,11,1013,,results/small/f10_analysis.csv,True,0.2_sgd_dp,0.501974333662389,0.5,0.0883080512285232,0.0,0.0,-0.0029574632644653043,False,False,True,False,False
True,f10,f10,0.5_adam_wd,0.5,adam,0.0,True,small,95,snapshots_clean/small/f10/0.5_adam_wd/best_epoch_0095.pt,0.471140593290329,0.8166666666666667,0.875,0.9990089197224976,4,12,1013,,results/small/f10_analysis.csv,True,0.5_adam,0.9166666666666666,0.95,0.4667228460311889,-0.09999999999999998,-0.07499999999999996,0.00441774725914007,False,False,False,False,True
True,f10,f10,0.5_adam_dp_wd,0.5,adam,0.2,True,small,74,snapshots_clean/small/f10/0.5_adam_dp_wd/best_epoch_0074.pt,0.4847142696380615,0.6509871668311944,0.6875,0.8735133795837463,4,11,1013,,results/small/f10_analysis.csv,True,0.5_adam_dp,0.6509871668311944,0.625,0.5294044017791748,0.0,0.0625,-0.04469013214111328,False,True,True,False,False
True,f10,f10,0.5_sgd_dp_wd,0.5,sgd,0.2,True,small,85,snapshots_clean/small/f10/0.5_sgd_dp_wd/best_epoch_0085.pt,0.4738126397132873,0.6509871668311944,0.6785714285714286,0.873637264618434,4,10,1013,,results/small/f10_analysis.csv,True,0.5_sgd_dp,0.501974333662389,0.5,0.4733725190162658,0.14901283316880543,0.1785714285714286,0.0004401206970214844,True,True,False,True,False
True,f10,f10,1.0_adam_wd,1.0,adam,0.0,True,small,98,snapshots_clean/small/f10/1.0_adam_wd/best_epoch_0098.pt,1.8556981086730957,0.7509871668311945,0.75,0.8731417244796829,4,18,1013,,results/small/f10_analysis.csv,True,1.0_adam,0.6509871668311944,0.736111111111111,1.851480722427368,0.10000000000000009,0.01388888888888895,0.004217386245727761,True,True,False,True,False
True,f10,f10,1.0_adam_dp_wd,1.0,adam,0.2,True,small,77,snapshots_clean/small/f10/1.0_adam_dp_wd/best_epoch_0077.pt,1.8759703636169431,0.501974333662389,0.5,0.7482656095143706,4,9,1013,,results/small/f10_analysis.csv,True,1.0_adam_dp,0.6081300239740516,0.6388888888888888,1.879551649093628,-0.10615569031166261,-0.13888888888888884,-0.0035812854766847924,False,False,True,False,True
True,f10,f10,1.0_sgd_dp_wd,1.0,sgd,0.2,True,small,90,snapshots_clean/small/f10/1.0_sgd_dp_wd/best_epoch_0090.pt,1.8563456535339355,0.501974333662389,0.5,0.7480178394449951,4,10,1013,,results/small/f10_analysis.csv,True,1.0_sgd_dp,0.501974333662389,0.5,1.85732102394104,0.0,0.0,-0.0009753704071044922,False,False,True,False,False
True,f10,f10,base_sgd_wd,0.0,sgd,0.0,True,small,69,snapshots_clean/small/f10/base_sgd_wd/best_epoch_0069.pt,0.0032590040937066,1.0,1.0,1.0,4,20,1013,,results/small/f10_analysis.csv,True,base_sgd,1.0,1.0,0.0055972235277295,0.0,0.0,-0.0023382194340229,False,False,True,False,False
True,f10,f10,base_sgd_dp_wd,0.0,sgd,0.2,True,small,39,snapshots_clean/small/f10/base_sgd_dp_wd/best_epoch_0039.pt,0.0269046518951654,0.501974333662389,0.5,0.7487611496531219,4,7,1013,,results/small/f10_analysis.csv,True,base_sgd_dp,0.501974333662389,0.5,0.0251033008098602,0.0,0.0,0.0018013510853052,False,False,False,False,False
True,f10,f10,0.1_sgd_wd,0.1,sgd,0.0,True,small,100,snapshots_clean/small/f10/0.1_sgd_wd/best_epoch_0100.pt,0.0243012830615043,1.0,1.0,1.0,4,13,1013,,results/small/f10_analysis.csv,True,0.1_sgd,1.0,1.0,0.0243853479623794,0.0,0.0,-8.406490087509849e-05,False,False,True,False,False
True,f10,f10,0.2_sgd_wd,0.2,sgd,0.0,True,small,100,snapshots_clean/small/f10/0.2_sgd_wd/best_epoch_0100.pt,0.0804285407066345,1.0,1.0,1.0,4,29,1013,,results/small/f10_analysis.csv,True,0.2_sgd,1.0,1.0,0.0795616582036018,0.0,0.0,0.0008668825030326982,False,False,False,False,False
True,f10,f10,0.5_sgd_wd,0.5,sgd,0.0,True,small,100,snapshots_clean/small/f10/0.5_sgd_wd/best_epoch_0100.pt,0.4715171456336975,0.7509871668311945,0.75,0.8747522299306243,4,5,1013,,results/small/f10_analysis.csv,True,0.5_sgd,0.501974333662389,0.5,0.4713056087493896,0.24901283316880551,0.25,0.00021153688430791684,True,True,False,True,False
True,f10,f10,1.0_sgd_wd,1.0,sgd,0.0,True,small,24,snapshots_clean/small/f10/1.0_sgd_wd/best_epoch_0024.pt,1.859358072280884,0.501974333662389,0.5,0.7495044598612487,4,4,1013,,results/small/f10_analysis.csv,True,1.0_sgd,0.501974333662389,0.5,1.8629738092422483,0.0,0.0,-0.003615736961364302,False,False,True,False,False
