function_name,experiment_name,noise,optimizer,dropout,weight_decay,auroc,precision,recall,num_gt,num_detected,num_exact_matched,num_superset_matched_unique,num_matched,matched_pairs,best_epoch,val_loss,success
f2,base_adam,0.0,adam,0.0,False,0.5,0.6666666666666666,0.5,4,13,2,2,4,"[{'gt': frozenset({2, 7}), 'nid': frozenset({2, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.197300434112549}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.045145034790039}, {'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3, 4, 7}), 'match_type': 'superset', 'extra_features': 2, 'strength': 0.04468131065368652}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.04211091995239258}]",68,0.005856967996805906,True
f2,base_sgd,0.0,sgd,0.0,False,0.4166666666666667,0.6666666666666666,0.5,4,12,2,2,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 3.924104690551758}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 5.7991042137146}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 7}), 'match_type': 'superset', 'extra_features': 1, 'strength': 5.8221940994262695}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 1.6744812726974487}]",97,0.005885778460651636,True
f2,0.1_adam,0.1,adam,0.0,False,0.5,0.6666666666666666,0.5,4,13,2,1,3,"[{'gt': frozenset({2, 7}), 'nid': frozenset({2, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.4873900413513184}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.8288590908050537}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.04437471553683281}]",87,0.014136254787445068,True
f2,0.1_sgd,0.1,sgd,0.0,False,0.5,0.6666666666666666,0.5,4,8,2,2,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 5.170823574066162}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 8.772337913513184}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 7}), 'match_type': 'superset', 'extra_features': 1, 'strength': 4.596155643463135}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 2.5147111415863037}]",93,0.014040796086192131,True
f2,0.1_adam_dp,0.1,adam,0.2,False,0.4375,0.6666666666666666,0.5,4,11,2,2,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 23.394094467163086}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 12.689022064208984}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 7}), 'match_type': 'superset', 'extra_features': 1, 'strength': 26.783353805541992}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 1.5617409944534302}]",59,0.04073016718029976,True
f2,0.1_adam_wd,0.1,adam,0.0,True,0.234375,0.16666666666666666,0.25,4,18,1,3,4,"[{'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.8269641399383545}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 7}), 'match_type': 'superset', 'extra_features': 1, 'strength': 1.264357328414917}, {'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3, 4, 7, 8, 9}), 'match_type': 'superset', 'extra_features': 4, 'strength': 0.03728063404560089}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 5, 'strength': 0.02170080691576004}]",98,0.11258935183286667,True
f2,0.1_adam_dp_wd,0.1,adam,0.2,True,0.225,0.2,0.25,4,12,1,3,4,"[{'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.600956916809082}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 7}), 'match_type': 'superset', 'extra_features': 1, 'strength': 0.7977678775787354}, {'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3, 4, 7}), 'match_type': 'superset', 'extra_features': 2, 'strength': 0.08873765915632248}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.048375945538282394}]",100,0.206015482544899,True
f2,0.1_sgd_dp,0.1,sgd,0.2,False,0.46875,0.6666666666666666,0.5,4,11,2,2,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 9.585874557495117}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 13.680082321166992}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 7}), 'match_type': 'superset', 'extra_features': 1, 'strength': 12.435420989990234}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 1.8581081628799438}]",95,0.02960866503417492,True
f2,0.1_sgd_dp_wd,0.1,sgd,0.2,True,0.0,0.0,0.0,4,1,0,1,1,"[{'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 1.9550302028656006}]",1,0.6944705247879028,True
f2,0.2_adam,0.2,adam,0.0,False,0.475,0.6666666666666666,0.5,4,14,2,2,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 5.539721965789795}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.4192073345184326}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 7}), 'match_type': 'superset', 'extra_features': 1, 'strength': 3.2357394695281982}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.08782584965229034}]",94,0.038439296185970306,True
