function_name,experiment_name,noise,optimizer,dropout,weight_decay,auroc,precision,recall,num_gt,num_detected,num_exact_matched,num_superset_matched_unique,num_matched,matched_pairs,best_epoch,val_loss,success
f10,base_adam,0.0,adam,0.0,False,1.0,1.0,1.0,4,9,4,0,4,"[{'gt': frozenset({3, 5, 7}), 'nid': frozenset({3, 5, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.232195496559143}, {'gt': frozenset({9, 7}), 'nid': frozenset({9, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.199212074279785}, {'gt': frozenset({4, 5}), 'nid': frozenset({4, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.7860140800476074}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 4.699745178222656}]",56,0.0027731768786907196,True
f10,base_sgd,0.0,sgd,0.0,False,1.0,0.8,1.0,4,21,4,0,4,"[{'gt': frozenset({3, 5, 7}), 'nid': frozenset({3, 5, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.0177346467971802}, {'gt': frozenset({9, 7}), 'nid': frozenset({9, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.0355706214904785}, {'gt': frozenset({4, 5}), 'nid': frozenset({4, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.7711409330368042}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.7434473037719727}]",100,0.005597223527729511,True
f10,0.1_adam,0.1,adam,0.0,False,1.0,1.0,1.0,4,17,4,0,4,"[{'gt': frozenset({3, 5, 7}), 'nid': frozenset({3, 5, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.0025451183319092}, {'gt': frozenset({9, 7}), 'nid': frozenset({9, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.793036460876465}, {'gt': frozenset({4, 5}), 'nid': frozenset({4, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.783739447593689}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 3.4539096355438232}]",71,0.022619955241680145,True
f10,0.1_sgd,0.1,sgd,0.0,False,1.0,0.8,1.0,4,21,4,0,4,"[{'gt': frozenset({3, 5, 7}), 'nid': frozenset({3, 5, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.0876550674438477}, {'gt': frozenset({9, 7}), 'nid': frozenset({9, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.7217905521392822}, {'gt': frozenset({4, 5}), 'nid': frozenset({4, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.092982292175293}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.4629805088043213}]",96,0.024385347962379456,True
f10,0.1_adam_dp,0.1,adam,0.2,False,0.9,1.0,0.75,4,9,2,2,4,"[{'gt': frozenset({4, 5}), 'nid': frozenset({4, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 3.944760799407959}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 6.957866191864014}, {'gt': frozenset({3, 5, 7}), 'nid': frozenset({1, 2, 3, 5, 7}), 'match_type': 'superset', 'extra_features': 2, 'strength': 2.4524261951446533}, {'gt': frozenset({9, 7}), 'nid': frozenset({1, 2, 3, 5, 7, 9}), 'match_type': 'superset', 'extra_features': 4, 'strength': 0.5943658947944641}]",8,0.04907490313053131,True
f10,0.1_adam_wd,0.1,adam,0.0,True,0.8055555555555556,0.6,0.75,4,13,2,2,4,"[{'gt': frozenset({4, 5}), 'nid': frozenset({4, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.5082631707191467}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.2512192726135254}, {'gt': frozenset({3, 5, 7}), 'nid': frozenset({1, 2, 3, 5, 7}), 'match_type': 'superset', 'extra_features': 2, 'strength': 0.49761757254600525}, {'gt': frozenset({9, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 7, 9}), 'match_type': 'superset', 'extra_features': 5, 'strength': 0.035402897745370865}]",34,0.11620325595140457,True
f10,0.1_adam_dp_wd,0.1,adam,0.2,True,0.9,1.0,0.75,4,9,2,2,4,"[{'gt': frozenset({4, 5}), 'nid': frozenset({4, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.35156193375587463}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.0514715909957886}, {'gt': frozenset({3, 5, 7}), 'nid': frozenset({1, 2, 3, 5, 7}), 'match_type': 'superset', 'extra_features': 2, 'strength': 0.4905414581298828}, {'gt': frozenset({9, 7}), 'nid': frozenset({1, 2, 3, 5, 7, 9}), 'match_type': 'superset', 'extra_features': 4, 'strength': 0.07625814527273178}]",58,0.14994555711746216,True
f10,0.1_sgd_dp,0.1,sgd,0.2,False,0.9166666666666666,1.0,0.75,4,10,2,2,4,"[{'gt': frozenset({4, 5}), 'nid': frozenset({4, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 3.973219871520996}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 5.948824882507324}, {'gt': frozenset({3, 5, 7}), 'nid': frozenset({1, 2, 3, 5, 7}), 'match_type': 'superset', 'extra_features': 2, 'strength': 1.8701030015945435}, {'gt': frozenset({9, 7}), 'nid': frozenset({1, 2, 3, 5, 7, 9}), 'match_type': 'superset', 'extra_features': 4, 'strength': 0.5075160264968872}]",97,0.030742596834897995,True
f10,0.1_sgd_dp_wd,0.1,sgd,0.2,True,0.8,0.75,0.75,4,9,2,2,4,"[{'gt': frozenset({4, 5}), 'nid': frozenset({4, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.4648730456829071}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.1564080715179443}, {'gt': frozenset({3, 5, 7}), 'nid': frozenset({1, 2, 3, 5, 7}), 'match_type': 'superset', 'extra_features': 2, 'strength': 0.5588987469673157}, {'gt': frozenset({9, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 7, 9}), 'match_type': 'superset', 'extra_features': 5, 'strength': 0.017353614792227745}]",71,0.12877079844474792,True
f10,0.2_adam,0.2,adam,0.0,False,1.0,1.0,1.0,4,17,4,0,4,"[{'gt': frozenset({3, 5, 7}), 'nid': frozenset({3, 5, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.0279048681259155}, {'gt': frozenset({9, 7}), 'nid': frozenset({9, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.686361312866211}, {'gt': frozenset({4, 5}), 'nid': frozenset({4, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.0026538372039795}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 4.676667213439941}]",78,0.07760954648256302,True
f10,0.2_sgd,0.2,sgd,0.0,False,1.0,1.0,0.75,4,10,4,0,4,"[{'gt': frozenset({3, 5, 7}), 'nid': frozenset({3, 5, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.89896559715271}, {'gt': frozenset({9, 7}), 'nid': frozenset({9, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.12820303440094}, {'gt': frozenset({4, 5}), 'nid': frozenset({4, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.0756256580352783}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.7926690578460693}]",100,0.07956165820360184,True
f10,0.2_adam_dp,0.2,adam,0.2,False,1.0,1.0,1.0,4,10,3,1,4,"[{'gt': frozenset({9, 7}), 'nid': frozenset({9, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.4539332389831543}, {'gt': frozenset({4, 5}), 'nid': frozenset({4, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 3.69525146484375}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 4.758569240570068}, {'gt': frozenset({3, 5, 7}), 'nid': frozenset({1, 2, 3, 5, 7}), 'match_type': 'superset', 'extra_features': 2, 'strength': 2.2269821166992188}]",48,0.10656939446926117,True
f10,0.2_adam_wd,0.2,adam,0.0,True,0.6785714285714286,0.6,0.75,4,11,2,2,4,"[{'gt': frozenset({4, 5}), 'nid': frozenset({4, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.5363199710845947}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.244512915611267}, {'gt': frozenset({3, 5, 7}), 'nid': frozenset({1, 2, 3, 5, 7}), 'match_type': 'superset', 'extra_features': 2, 'strength': 0.5667413473129272}, {'gt': frozenset({9, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 7, 'strength': 0.0184293445199728}]",45,0.16981622576713562,True
