function_name,experiment_name,noise,optimizer,dropout,weight_decay,auroc,precision,recall,num_gt,num_detected,num_exact_matched,num_superset_matched_unique,num_matched,matched_pairs,best_epoch,val_loss,success
f7,base_adam,0.0,adam,0.0,False,0.25,0.2,0.25,4,7,1,3,4,"[{'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 4.918609142303467}, {'gt': frozenset({3, 4, 6}), 'nid': frozenset({3, 4, 5, 6}), 'match_type': 'superset', 'extra_features': 1, 'strength': 3.623483657836914}, {'gt': frozenset({4, 5, 6, 7, 8}), 'nid': frozenset({3, 4, 5, 6, 7, 8, 10}), 'match_type': 'superset', 'extra_features': 2, 'strength': 2.499448537826538}, {'gt': frozenset({9, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 8, 'strength': 1.7706066370010376}]",84,0.004003469832241535,True
f7,base_sgd,0.0,sgd,0.0,False,0.5,0.6666666666666666,0.5,4,10,2,1,3,"[{'gt': frozenset({3, 4, 6}), 'nid': frozenset({3, 4, 6}), 'match_type': 'exact', 'extra_features': 0, 'strength': 3.9137179851531982}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 7.360842227935791}, {'gt': frozenset({4, 5, 6, 7, 8}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 5, 'strength': 1.0270748138427734}]",99,0.009685764089226723,True
f7,0.1_adam,0.1,adam,0.0,False,0.25,0.25,0.25,4,5,1,3,4,"[{'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 7.209413051605225}, {'gt': frozenset({3, 4, 6}), 'nid': frozenset({3, 4, 5, 6, 8, 10}), 'match_type': 'superset', 'extra_features': 3, 'strength': 4.385440349578857}, {'gt': frozenset({4, 5, 6, 7, 8}), 'nid': frozenset({3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 3, 'strength': 2.9311442375183105}, {'gt': frozenset({9, 7}), 'nid': frozenset({1, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 7, 'strength': 2.289909839630127}]",59,0.048515234142541885,True
f7,0.1_sgd,0.1,sgd,0.0,False,0.5,1.0,0.5,4,8,2,1,3,"[{'gt': frozenset({3, 4, 6}), 'nid': frozenset({3, 4, 6}), 'match_type': 'exact', 'extra_features': 0, 'strength': 3.4336800575256348}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 8.528220176696777}, {'gt': frozenset({4, 5, 6, 7, 8}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 5, 'strength': 1.7670702934265137}]",85,0.05100184306502342,True
f7,0.1_adam_dp,0.1,adam,0.2,False,0.5,1.0,0.5,4,3,2,1,3,"[{'gt': frozenset({3, 4, 6}), 'nid': frozenset({3, 4, 6}), 'match_type': 'exact', 'extra_features': 0, 'strength': 80.3137435913086}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 231.19357299804688}, {'gt': frozenset({4, 5, 6, 7, 8}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 5, 'strength': 53.61344909667969}]",27,0.08252732455730438,True
f7,0.1_adam_wd,0.1,adam,0.0,True,0.25,0.5,0.25,4,4,1,2,3,"[{'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.2629547119140625}, {'gt': frozenset({9, 7}), 'nid': frozenset({5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 4, 'strength': 0.7502610683441162}, {'gt': frozenset({4, 5, 6, 7, 8}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 5, 'strength': 0.573959231376648}]",60,0.13692344725131989,True
f7,0.1_adam_dp_wd,0.1,adam,0.2,True,0.25,0.5,0.25,4,2,1,1,2,"[{'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.25327467918396}, {'gt': frozenset({4, 5, 6, 7, 8}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 5, 'strength': 1.0327337980270386}]",2,0.23588742315769196,True
f7,0.1_sgd_dp,0.1,sgd,0.2,False,0.5,1.0,0.25,4,3,2,1,3,"[{'gt': frozenset({3, 4, 6}), 'nid': frozenset({3, 4, 6}), 'match_type': 'exact', 'extra_features': 0, 'strength': 10.68618106842041}, {'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 45.4289665222168}, {'gt': frozenset({4, 5, 6, 7, 8}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 5, 'strength': 8.972740173339844}]",98,0.061070654541254044,True
f7,0.1_sgd_dp_wd,0.1,sgd,0.2,True,0.25,0.5,0.25,4,2,1,1,2,"[{'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.2620816230773926}, {'gt': frozenset({4, 5, 6, 7, 8}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 5, 'strength': 0.9352959394454956}]",72,0.18463820219039917,True
f7,0.2_adam,0.2,adam,0.0,False,0.25,0.25,0.25,4,6,1,3,4,"[{'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 11.99789810180664}, {'gt': frozenset({4, 5, 6, 7, 8}), 'nid': frozenset({3, 4, 5, 6, 7, 8, 10}), 'match_type': 'superset', 'extra_features': 2, 'strength': 5.880498886108398}, {'gt': frozenset({3, 4, 6}), 'nid': frozenset({3, 4, 5, 6, 8, 10}), 'match_type': 'superset', 'extra_features': 3, 'strength': 6.396707534790039}, {'gt': frozenset({9, 7}), 'nid': frozenset({3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 5.0576581954956055}]",90,0.17341220378875732,True
f7,0.2_sgd,0.2,sgd,0.0,False,0.25,0.5,0.25,4,4,1,1,2,"[{'gt': frozenset({1, 2}), 'nid': frozenset({1, 2}), 'match_type': 'exact', 'extra_features': 0, 'strength': 6.164572715759277}, {'gt': frozenset({4, 5, 6, 7, 8}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 5, 'strength': 2.2968764305114746}]",98,0.1791347712278366,True
