epoch,function_name,experiment,noise,optimizer,dropout,weight_decay,model_size,val_loss,auprc,auprc_full,auroc,auroc_full,success,error,checkpoint_path
76,f1,base_adam,0.0,adam,0.0,False,small,0.002996705938130617,0.7541666666666667,0.49722222222222223,0.8636363636363635,0.9955401387512388,True,,snapshots_clean/small/f1/base_adam/epoch_0076.pt
77,f1,base_adam,0.0,adam,0.0,False,small,0.0021224261727184057,0.6810897435897436,0.4625,0.8854166666666667,0.9957879088206144,True,,snapshots_clean/small/f1/base_adam/epoch_0077.pt
78,f1,base_adam,0.0,adam,0.0,False,small,0.002138000214472413,0.6810897435897436,0.4625,0.855263157894737,0.9957879088206144,True,,snapshots_clean/small/f1/base_adam/epoch_0078.pt
79,f1,base_adam,0.0,adam,0.0,False,small,0.0025224986020475626,0.6375,0.4009871668311945,0.7307692307692307,0.8701684836471754,True,,snapshots_clean/small/f1/base_adam/epoch_0079.pt
80,f1,base_adam,0.0,adam,0.0,False,small,0.0026043434627354145,0.7291666666666666,0.44265383349786114,0.7374999999999999,0.8711595639246779,True,,snapshots_clean/small/f1/base_adam/epoch_0080.pt
81,f1,base_adam,0.0,adam,0.0,False,small,0.002012955490499735,0.675595238095238,0.45882352941176474,0.875,0.9955401387512388,True,,snapshots_clean/small/f1/base_adam/epoch_0081.pt
82,f1,base_adam,0.0,adam,0.0,False,small,0.0018824964063242078,0.7219827586206897,0.4426538334978611,0.74,0.8705401387512388,True,,snapshots_clean/small/f1/base_adam/epoch_0082.pt
83,f1,base_adam,0.0,adam,0.0,False,small,0.007731015328317881,0.4583333333333333,0.22697433366238895,0.47500000000000003,0.7433102081268583,True,,snapshots_clean/small/f1/base_adam/epoch_0083.pt
84,f1,base_adam,0.0,adam,0.0,False,small,0.0025023387279361486,0.6810897435897436,0.4625,0.8625,0.9957879088206144,True,,snapshots_clean/small/f1/base_adam/epoch_0084.pt
85,f1,base_adam,0.0,adam,0.0,False,small,0.0024509986396878958,0.6441666666666666,0.40098716683119445,0.726190476190476,0.8707879088206144,True,,snapshots_clean/small/f1/base_adam/epoch_0085.pt
86,f1,base_adam,0.0,adam,0.0,False,small,0.0032689254730939865,0.6426282051282051,0.40098716683119445,0.7272727272727273,0.8706640237859267,True,,snapshots_clean/small/f1/base_adam/epoch_0086.pt
87,f1,base_adam,0.0,adam,0.0,False,small,0.0021100484300404787,0.7589285714285714,0.5004901960784314,0.8552631578947368,0.9957879088206144,True,,snapshots_clean/small/f1/base_adam/epoch_0087.pt
88,f1,base_adam,0.0,adam,0.0,False,small,0.008181462064385414,0.6875,0.4666666666666667,0.868421052631579,0.99603567888999,True,,snapshots_clean/small/f1/base_adam/epoch_0088.pt
