function_name,experiment_name,noise,optimizer,dropout,weight_decay,auroc,precision,recall,num_gt,num_detected,num_exact_matched,num_superset_matched_unique,num_matched,matched_pairs,best_epoch,val_loss,success
f1,base_adam,0.0,adam,0.0,False,0.8928571428571429,0.3333333333333333,1.0,4,29,2,2,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.6366021633148193}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.790339469909668}, {'gt': frozenset({2, 7}), 'nid': frozenset({9, 2, 7}), 'match_type': 'superset', 'extra_features': 1, 'strength': 0.5742114782333374}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({2, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 1, 'strength': 0.352541446685791}]",100,0.0018490711227059364,True
f1,base_sgd,0.0,sgd,0.0,False,0.3888888888888889,0.2,0.25,4,16,1,2,3,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.2070157527923584}, {'gt': frozenset({3, 5}), 'nid': frozenset({9, 3, 5, 7}), 'match_type': 'superset', 'extra_features': 2, 'strength': 0.6040578484535217}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.4305112361907959}]",100,0.0054331934079527855,True
f1,0.1_adam,0.1,adam,0.0,False,0.921875,0.4444444444444444,1.0,4,23,2,2,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.5499082803726196}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({8, 9, 10, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.7067651748657227}, {'gt': frozenset({3, 5}), 'nid': frozenset({1, 3, 5}), 'match_type': 'superset', 'extra_features': 1, 'strength': 0.49912816286087036}, {'gt': frozenset({2, 7}), 'nid': frozenset({9, 2, 7}), 'match_type': 'superset', 'extra_features': 1, 'strength': 0.24746236205101013}]",72,0.010575428605079651,True
f1,0.1_sgd,0.1,sgd,0.0,False,0.6388888888888888,0.3333333333333333,0.25,4,15,2,2,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.2703335285186768}, {'gt': frozenset({2, 7}), 'nid': frozenset({2, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.5592162013053894}, {'gt': frozenset({3, 5}), 'nid': frozenset({1, 3, 4, 5}), 'match_type': 'superset', 'extra_features': 2, 'strength': 0.4429842233657837}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.41132232546806335}]",99,0.013250493444502354,True
f1,0.1_adam_dp,0.1,adam,0.2,False,0.7222222222222222,0.6666666666666666,0.5,4,16,2,2,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.8214962482452393}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({8, 9, 10, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.5229105353355408}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 3, 7}), 'match_type': 'superset', 'extra_features': 2, 'strength': 0.6920504570007324}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 4, 5, 7, 9}), 'match_type': 'superset', 'extra_features': 3, 'strength': 1.97828209400177}]",58,0.015421891584992409,True
f1,0.1_adam_wd,0.1,adam,0.0,True,0.375,0.0,0.0,4,9,0,4,4,"[{'gt': frozenset({3, 5}), 'nid': frozenset({1, 3, 4, 5, 7, 9}), 'match_type': 'superset', 'extra_features': 4, 'strength': 0.3115747272968292}, {'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3, 4, 5, 7, 9, 10}), 'match_type': 'superset', 'extra_features': 5, 'strength': 0.25958549976348877}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 5, 'strength': 0.17742975056171417}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 8, 'strength': 0.07012148201465607}]",33,0.11934783309698105,True
f1,0.1_adam_dp_wd,0.1,adam,0.2,True,0.35,0.0,0.0,4,7,0,4,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3, 4, 5, 7, 9}), 'match_type': 'superset', 'extra_features': 4, 'strength': 0.2319221794605255}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 5, 'strength': 0.14050228893756866}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 7, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.18925224244594574}, {'gt': frozenset({3, 5}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 8, 'strength': 0.05395234003663063}]",56,0.12654516100883484,True
f1,0.1_sgd_dp,0.1,sgd,0.2,False,0.4722222222222222,0.5,0.5,4,13,1,3,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.0388511419296265}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 4, 5}), 'match_type': 'superset', 'extra_features': 1, 'strength': 1.3856371641159058}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 5, 'strength': 0.5543167591094971}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 8, 'strength': 0.3915523886680603}]",98,0.017827274277806282,True
f1,0.1_sgd_dp_wd,0.1,sgd,0.2,True,0.55,0.0,0.0,4,7,0,4,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3, 4, 5, 7, 9}), 'match_type': 'superset', 'extra_features': 4, 'strength': 0.23296944797039032}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 5, 'strength': 0.11343999207019806}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 7, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.18681608140468597}, {'gt': frozenset({3, 5}), 'nid': frozenset({1, 3, 4, 5, 6, 7, 8, 9}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.05362068489193916}]",90,0.14057187736034393,True
f1,0.2_adam,0.2,adam,0.0,False,0.9666666666666667,0.5714285714285714,1.0,4,22,3,1,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.5692455768585205}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({8, 9, 10, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.59798264503479}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.0331631898880005}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 3, 4, 7}), 'match_type': 'superset', 'extra_features': 3, 'strength': 0.5875511169433594}]",96,0.03812358155846596,True
f1,0.2_sgd,0.2,sgd,0.0,False,0.45,0.5,0.5,4,11,2,2,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.14155912399292}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.7846943736076355}, {'gt': frozenset({2, 7}), 'nid': frozenset({9, 2, 7}), 'match_type': 'superset', 'extra_features': 1, 'strength': 0.4975941479206085}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.4757799804210663}]",100,0.03821229934692383,True
f1,0.2_adam_dp,0.2,adam,0.2,False,0.8076923076923077,0.5,0.5,4,20,1,3,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.964414358139038}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 4, 5}), 'match_type': 'superset', 'extra_features': 1, 'strength': 1.8361234664916992}, {'gt': frozenset({2, 7}), 'nid': frozenset({9, 2, 7}), 'match_type': 'superset', 'extra_features': 1, 'strength': 0.708723783493042}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({3, 4, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 2, 'strength': 0.5092185139656067}]",63,0.04215933755040169,True
f1,0.2_adam_wd,0.2,adam,0.0,True,0.5357142857142857,0.25,0.25,4,10,0,4,4,"[{'gt': frozenset({3, 5}), 'nid': frozenset({1, 3, 4, 5, 7, 9}), 'match_type': 'superset', 'extra_features': 4, 'strength': 0.3224949836730957}, {'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3, 4, 5, 7, 9}), 'match_type': 'superset', 'extra_features': 4, 'strength': 0.2710103988647461}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 5, 'strength': 0.18865883350372314}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 7, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.2541874647140503}]",43,0.1415291577577591,True
f1,0.2_adam_dp_wd,0.2,adam,0.2,True,0.5625,0.4,0.5,4,11,0,4,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3, 4, 7, 9}), 'match_type': 'superset', 'extra_features': 3, 'strength': 0.2512943148612976}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 7, 9}), 'match_type': 'superset', 'extra_features': 5, 'strength': 0.2281709760427475}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 5, 'strength': 0.10948285460472107}, {'gt': frozenset({3, 5}), 'nid': frozenset({1, 2, 3, 4, 5, 7, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.17451095581054688}]",33,0.15930524468421936,True
