success,function_name,function,experiment,noise,optimizer,dropout,weight_decay,model_size,best_epoch,checkpoint_path,val_loss,auprc_full,auroc,auroc_full,num_gt,num_detected,num_candidates,error
True,f9,f9,base_adam,0.0,adam,0.0,False,big,91,snapshots_clean/big/f9/base_adam/best_epoch_0091.pt,0.00873605627566576,0.501974333662389,0.5,0.7470267591674925,4,14,1013,
True,f9,f9,base_sgd,0.0,sgd,0.0,False,big,98,snapshots_clean/big/f9/base_sgd/best_epoch_0098.pt,0.008494860492646694,0.501974333662389,0.5,0.7485133795837462,4,8,1013,
True,f9,f9,0.1_adam,0.1,adam,0.0,False,big,77,snapshots_clean/big/f9/0.1_adam/best_epoch_0077.pt,0.024431537836790085,0.3769743336623889,0.5,0.7462834489593657,4,15,1013,
True,f9,f9,0.1_sgd,0.1,sgd,0.0,False,big,96,snapshots_clean/big/f9/0.1_sgd/best_epoch_0096.pt,0.02545715868473053,0.4186410003290556,0.5,0.7450445986124877,4,21,1013,
True,f9,f9,0.1_adam_dp,0.1,adam,0.2,False,big,13,snapshots_clean/big/f9/0.1_adam_dp/best_epoch_0013.pt,0.05840539559721947,0.501974333662389,0.5,0.7477700693756195,4,11,1013,
True,f9,f9,0.1_adam_wd,0.1,adam,0.0,True,big,60,snapshots_clean/big/f9/0.1_adam_wd/best_epoch_0060.pt,0.02677534520626068,0.501974333662389,0.5,0.7480178394449951,4,10,1013,
True,f9,f9,0.1_adam_dp_wd,0.1,adam,0.2,True,big,50,snapshots_clean/big/f9/0.1_adam_dp_wd/best_epoch_0050.pt,0.053195830434560776,0.501974333662389,0.5,0.7475222993062438,4,12,1013,
True,f9,f9,0.1_sgd_dp,0.1,sgd,0.2,False,big,95,snapshots_clean/big/f9/0.1_sgd_dp/best_epoch_0095.pt,0.03663597255945206,0.501974333662389,0.5,0.7477700693756195,4,11,1013,
True,f9,f9,0.1_sgd_dp_wd,0.1,sgd,0.2,True,big,87,snapshots_clean/big/f9/0.1_sgd_dp_wd/best_epoch_0087.pt,0.03604786843061447,0.501974333662389,0.5,0.7480178394449951,4,10,1013,
True,f9,f9,0.2_adam,0.2,adam,0.0,False,big,78,snapshots_clean/big/f9/0.2_adam/best_epoch_0078.pt,0.07844845950603485,0.5947371668311945,0.75,0.8728939544103071,4,10,1013,
True,f9,f9,0.2_sgd,0.2,sgd,0.0,False,big,98,snapshots_clean/big/f9/0.2_sgd/best_epoch_0098.pt,0.07685549557209015,0.501974333662389,0.5,0.7485133795837462,4,8,1013,
True,f9,f9,0.2_adam_dp,0.2,adam,0.2,False,big,47,snapshots_clean/big/f9/0.2_adam_dp/best_epoch_0047.pt,0.10628730803728104,0.501974333662389,0.5,0.7475222993062438,4,12,1013,
True,f9,f9,0.2_adam_wd,0.2,adam,0.0,True,big,95,snapshots_clean/big/f9/0.2_adam_wd/best_epoch_0095.pt,0.08220274746417999,0.501974333662389,0.5,0.7480178394449951,4,10,1013,
True,f9,f9,0.2_adam_dp_wd,0.2,adam,0.2,True,big,45,snapshots_clean/big/f9/0.2_adam_dp_wd/best_epoch_0045.pt,0.10849904268980026,0.501974333662389,0.5,0.7467789890981169,4,15,1013,
True,f9,f9,0.2_sgd_dp,0.2,sgd,0.2,False,big,84,snapshots_clean/big/f9/0.2_sgd_dp/best_epoch_0084.pt,0.08746051788330078,0.501974333662389,0.5,0.7482656095143706,4,9,1013,
True,f9,f9,0.2_sgd_dp_wd,0.2,sgd,0.2,True,big,96,snapshots_clean/big/f9/0.2_sgd_dp_wd/best_epoch_0096.pt,0.08725275099277496,0.501974333662389,0.5,0.7477700693756195,4,11,1013,
True,f9,f9,0.5_adam,0.5,adam,0.0,False,big,84,snapshots_clean/big/f9/0.5_adam/best_epoch_0084.pt,0.4302263855934143,0.501974333662389,0.5,0.7467789890981169,4,15,1013,
