success,function_name,function,experiment,noise,optimizer,dropout,weight_decay,model_size,best_epoch,checkpoint_path,val_loss,auprc_full,auroc,auroc_full,num_gt,num_detected,num_candidates,error
True,f9,f9,0.5_sgd,0.5,sgd,0.0,False,big,56,snapshots_clean/big/f9/0.5_sgd/best_epoch_0056.pt,0.43282878398895264,0.501974333662389,0.5,0.7497522299306243,4,3,1013,
True,f9,f9,0.5_adam_dp,0.5,adam,0.2,False,big,48,snapshots_clean/big/f9/0.5_adam_dp/best_epoch_0048.pt,0.45442095398902893,0.501974333662389,0.5,0.7477700693756195,4,11,1013,
True,f9,f9,0.5_adam_wd,0.5,adam,0.0,True,big,93,snapshots_clean/big/f9/0.5_adam_wd/best_epoch_0093.pt,0.43338337540626526,0.501974333662389,0.5,0.7472745292368681,4,13,1013,
True,f9,f9,0.5_adam_dp_wd,0.5,adam,0.2,True,big,65,snapshots_clean/big/f9/0.5_adam_dp_wd/best_epoch_0065.pt,0.4653189778327942,0.501974333662389,0.5,0.7475222993062438,4,12,1013,
True,f9,f9,0.5_sgd_dp,0.5,sgd,0.2,False,big,99,snapshots_clean/big/f9/0.5_sgd_dp/best_epoch_0099.pt,0.43116480112075806,0.501974333662389,0.5,0.7485133795837462,4,8,1013,
True,f9,f9,0.5_sgd_dp_wd,0.5,sgd,0.2,True,big,97,snapshots_clean/big/f9/0.5_sgd_dp_wd/best_epoch_0097.pt,0.4324703514575958,0.501974333662389,0.5,0.7482656095143706,4,9,1013,
True,f9,f9,1.0_adam,1.0,adam,0.0,False,big,38,snapshots_clean/big/f9/1.0_adam/best_epoch_0038.pt,1.6792278289794922,0.501974333662389,0.5,0.7477700693756195,4,11,1013,
True,f9,f9,1.0_sgd,1.0,sgd,0.0,False,big,15,snapshots_clean/big/f9/1.0_sgd/best_epoch_0015.pt,1.6676877737045288,0.003948667324777887,0.0,0.49950445986124875,4,1,1013,
True,f9,f9,1.0_adam_dp,1.0,adam,0.2,False,big,49,snapshots_clean/big/f9/1.0_adam_dp/best_epoch_0049.pt,1.7078179121017456,0.501974333662389,0.5,0.7482656095143706,4,9,1013,
True,f9,f9,1.0_adam_wd,1.0,adam,0.0,True,big,82,snapshots_clean/big/f9/1.0_adam_wd/best_epoch_0082.pt,1.6742472648620605,0.501974333662389,0.5,0.7485133795837462,4,8,1013,
True,f9,f9,1.0_adam_dp_wd,1.0,adam,0.2,True,big,32,snapshots_clean/big/f9/1.0_adam_dp_wd/best_epoch_0032.pt,1.711584210395813,0.501974333662389,0.5,0.7485133795837462,4,8,1013,
True,f9,f9,1.0_sgd_dp,1.0,sgd,0.2,False,big,42,snapshots_clean/big/f9/1.0_sgd_dp/best_epoch_0042.pt,1.6723045110702515,0.501974333662389,0.5,0.7497522299306243,4,3,1013,
True,f9,f9,1.0_sgd_dp_wd,1.0,sgd,0.2,True,big,48,snapshots_clean/big/f9/1.0_sgd_dp_wd/best_epoch_0048.pt,1.6690055131912231,0.501974333662389,0.5,0.7495044598612487,4,4,1013,
True,f9,f9,base_sgd_dp,0.0,sgd,0.2,False,big,12,snapshots_clean/big/f9/base_sgd_dp/best_epoch_0012.pt,0.041950125247240067,0.501974333662389,0.5,0.7485133795837462,4,8,1013,
True,f9,f9,base_sgd_wd,0.0,sgd,0.0,True,big,95,snapshots_clean/big/f9/base_sgd_wd/best_epoch_0095.pt,0.009608945809304714,0.501974333662389,0.5,0.7477700693756195,4,11,1013,
True,f9,f9,base_sgd_dp_wd,0.0,sgd,0.2,True,big,24,snapshots_clean/big/f9/base_sgd_dp_wd/best_epoch_0024.pt,0.038150396198034286,0.501974333662389,0.5,0.7470267591674925,4,14,1013,
True,f9,f9,0.1_sgd_wd,0.1,sgd,0.0,True,big,100,snapshots_clean/big/f9/0.1_sgd_wd/best_epoch_0100.pt,0.02579674869775772,0.501974333662389,0.5,0.7485133795837462,4,8,1013,
True,f9,f9,0.2_sgd_wd,0.2,sgd,0.0,True,big,98,snapshots_clean/big/f9/0.2_sgd_wd/best_epoch_0098.pt,0.07690437138080597,0.501974333662389,0.5,0.7487611496531219,4,7,1013,
True,f9,f9,0.5_sgd_wd,0.5,sgd,0.0,True,big,86,snapshots_clean/big/f9/0.5_sgd_wd/best_epoch_0086.pt,0.43166136741638184,0.2529615004935834,0.25,0.6246283448959365,4,2,1013,
True,f9,f9,1.0_sgd_wd,1.0,sgd,0.0,True,big,13,snapshots_clean/big/f9/1.0_sgd_wd/best_epoch_0013.pt,1.6736382246017456,0.003948667324777887,0.0,0.49950445986124875,4,1,1013,
