success,function_name,function,experiment,noise,optimizer,dropout,weight_decay,model_size,best_epoch,checkpoint_path,val_loss,auprc_full,auroc,auroc_full,num_gt,num_detected,num_candidates,error
True,f5,f5,0.2_sgd,0.2,sgd,0.0,False,big,94,snapshots_clean/big/f5/0.2_sgd/best_epoch_0094.pt,0.023205799981951714,0.6884871668311945,0.75,0.8741328047571854,4,8,1013,
True,f5,f5,0.2_adam_dp,0.2,adam,0.2,False,big,45,snapshots_clean/big/f5/0.2_adam_dp/best_epoch_0045.pt,0.039636608213186264,0.501974333662389,0.5,0.7487611496531219,4,7,1013,
True,f5,f5,0.2_adam_wd,0.2,adam,0.0,True,big,89,snapshots_clean/big/f5/0.2_adam_wd/best_epoch_0089.pt,0.023579567670822144,0.7509871668311945,0.75,0.8735133795837462,4,15,1013,
True,f5,f5,0.2_adam_dp_wd,0.2,adam,0.2,True,big,75,snapshots_clean/big/f5/0.2_adam_dp_wd/best_epoch_0075.pt,0.03813810274004936,0.501974333662389,0.5,0.7490089197224976,4,6,1013,
True,f5,f5,0.2_sgd_dp,0.2,sgd,0.2,False,big,99,snapshots_clean/big/f5/0.2_sgd_dp/best_epoch_0099.pt,0.033103667199611664,0.501974333662389,0.5,0.7482656095143706,4,9,1013,
True,f5,f5,0.2_sgd_dp_wd,0.2,sgd,0.2,True,big,98,snapshots_clean/big/f5/0.2_sgd_dp_wd/best_epoch_0098.pt,0.032054353505373,0.7509871668311945,0.75,0.8742566897918732,4,9,1013,
True,f5,f5,0.5_adam,0.5,adam,0.0,False,big,77,snapshots_clean/big/f5/0.5_adam/best_epoch_0077.pt,0.1255309134721756,0.8269230769230769,0.8125,0.9977700693756194,4,15,1013,
True,f5,f5,0.5_sgd,0.5,sgd,0.0,False,big,89,snapshots_clean/big/f5/0.5_sgd/best_epoch_0089.pt,0.12711374461650848,0.5009871668311945,0.75,0.8732656095143706,4,7,1013,
True,f5,f5,0.5_adam_dp,0.5,adam,0.2,False,big,79,snapshots_clean/big/f5/0.5_adam_dp/best_epoch_0079.pt,0.14243283867835999,0.501974333662389,0.5,0.7487611496531219,4,7,1013,
True,f5,f5,0.5_adam_wd,0.5,adam,0.0,True,big,19,snapshots_clean/big/f5/0.5_adam_wd/best_epoch_0019.pt,0.12783080339431763,0.8611111111111112,0.9,0.9987611496531219,4,12,1013,
True,f5,f5,0.5_adam_dp_wd,0.5,adam,0.2,True,big,95,snapshots_clean/big/f5/0.5_adam_dp_wd/best_epoch_0095.pt,0.1400947868824005,0.501974333662389,0.5,0.7492566897918732,4,5,1013,
True,f5,f5,0.5_sgd_dp,0.5,sgd,0.2,False,big,96,snapshots_clean/big/f5/0.5_sgd_dp/best_epoch_0096.pt,0.13410472869873047,0.501974333662389,0.5,0.7490089197224976,4,6,1013,
True,f5,f5,0.5_sgd_dp_wd,0.5,sgd,0.2,True,big,92,snapshots_clean/big/f5/0.5_sgd_dp_wd/best_epoch_0092.pt,0.13411374390125275,0.4186410003290556,0.5,0.7482656095143706,4,8,1013,
True,f5,f5,1.0_adam,1.0,adam,0.0,False,big,64,snapshots_clean/big/f5/1.0_adam/best_epoch_0064.pt,0.4925059974193573,0.95,1.0,0.9997522299306244,4,12,1013,
True,f5,f5,1.0_sgd,1.0,sgd,0.0,False,big,38,snapshots_clean/big/f5/1.0_sgd/best_epoch_0038.pt,0.49751269817352295,0.2529615004935834,0.25,0.6246283448959365,4,2,1013,
True,f5,f5,1.0_adam_dp,1.0,adam,0.2,False,big,29,snapshots_clean/big/f5/1.0_adam_dp/best_epoch_0029.pt,0.5116766691207886,0.501974333662389,0.5,0.7482656095143706,4,9,1013,
True,f5,f5,1.0_adam_wd,1.0,adam,0.0,True,big,77,snapshots_clean/big/f5/1.0_adam_wd/best_epoch_0077.pt,0.48832207918167114,0.875,0.9375,0.9990089197224975,4,14,1013,
True,f5,f5,1.0_adam_dp_wd,1.0,adam,0.2,True,big,54,snapshots_clean/big/f5/1.0_adam_dp_wd/best_epoch_0054.pt,0.5045132040977478,0.501974333662389,0.5,0.7490089197224976,4,6,1013,
True,f5,f5,1.0_sgd_dp,1.0,sgd,0.2,False,big,96,snapshots_clean/big/f5/1.0_sgd_dp/best_epoch_0096.pt,0.4989897608757019,0.7509871668311945,0.75,0.8748761149653123,4,4,1013,
True,f5,f5,1.0_sgd_dp_wd,1.0,sgd,0.2,True,big,96,snapshots_clean/big/f5/1.0_sgd_dp_wd/best_epoch_0096.pt,0.4964664578437805,0.501974333662389,0.5,0.7487611496531219,4,7,1013,
True,f5,f5,base_sgd_dp,0.0,sgd,0.2,False,big,4,snapshots_clean/big/f5/base_sgd_dp/best_epoch_0004.pt,0.02857236936688423,0.501974333662389,0.5,0.7482656095143706,4,9,1013,
True,f5,f5,base_sgd_wd,0.0,sgd,0.0,True,big,20,snapshots_clean/big/f5/base_sgd_wd/best_epoch_0020.pt,0.002723610494285822,0.7509871668311945,0.75,0.8737611496531219,4,13,1013,
True,f5,f5,base_sgd_dp_wd,0.0,sgd,0.2,True,big,54,snapshots_clean/big/f5/base_sgd_dp_wd/best_epoch_0054.pt,0.018053509294986725,0.501974333662389,0.5,0.7480178394449951,4,10,1013,
True,f5,f5,0.1_sgd_wd,0.1,sgd,0.0,True,big,96,snapshots_clean/big/f5/0.1_sgd_wd/best_epoch_0096.pt,0.007713372353464365,0.5947371668311945,0.6875,0.8723984142715561,4,14,1013,
True,f5,f5,0.2_sgd_wd,0.2,sgd,0.0,True,big,94,snapshots_clean/big/f5/0.2_sgd_wd/best_epoch_0094.pt,0.023238860070705414,0.6884871668311945,0.75,0.8738850346878096,4,10,1013,
True,f5,f5,0.5_sgd_wd,0.5,sgd,0.0,True,big,84,snapshots_clean/big/f5/0.5_sgd_wd/best_epoch_0084.pt,0.12665995955467224,0.37697433366238897,0.5,0.7485133795837463,4,6,1013,
True,f5,f5,1.0_sgd_wd,1.0,sgd,0.0,True,big,44,snapshots_clean/big/f5/1.0_sgd_wd/best_epoch_0044.pt,0.4941435158252716,0.2529615004935834,0.25,0.6246283448959365,4,2,1013,
