success,function_name,function,experiment,noise,optimizer,dropout,weight_decay,model_size,best_epoch,checkpoint_path,val_loss,auprc_full,auroc,auroc_full,num_gt,num_detected,num_candidates,error
True,f5,f5,base_adam,0.0,adam,0.0,False,big,99,snapshots_clean/big/f5/base_adam/best_epoch_0099.pt,0.002185107907280326,0.7509871668311945,0.75,0.8740089197224976,4,11,1013,
True,f5,f5,base_sgd,0.0,sgd,0.0,False,big,100,snapshots_clean/big/f5/base_sgd/best_epoch_0100.pt,0.0030775105115026236,0.7928571428571428,0.9500000000000001,0.9987611496531219,4,11,1013,
True,f5,f5,0.1_adam,0.1,adam,0.0,False,big,20,snapshots_clean/big/f5/0.1_adam/best_epoch_0020.pt,0.007667722646147013,0.7509871668311945,0.75,0.8740089197224976,4,11,1013,
True,f5,f5,0.1_sgd,0.1,sgd,0.0,False,big,93,snapshots_clean/big/f5/0.1_sgd/best_epoch_0093.pt,0.008561860769987106,0.4186410003290556,0.5,0.7475222993062438,4,11,1013,
True,f5,f5,0.1_adam_dp,0.1,adam,0.2,False,big,9,snapshots_clean/big/f5/0.1_adam_dp/best_epoch_0009.pt,0.02378726936876774,0.7509871668311945,0.75,0.874380574826561,4,8,1013,
True,f5,f5,0.1_adam_wd,0.1,adam,0.0,True,big,58,snapshots_clean/big/f5/0.1_adam_wd/best_epoch_0058.pt,0.008345984853804111,0.7509871668311945,0.75,0.8736372646184342,4,14,1013,
True,f5,f5,0.1_adam_dp_wd,0.1,adam,0.2,True,big,36,snapshots_clean/big/f5/0.1_adam_dp_wd/best_epoch_0036.pt,0.022410372272133827,0.501974333662389,0.5,0.7490089197224976,4,6,1013,
True,f5,f5,0.1_sgd_dp,0.1,sgd,0.2,False,big,95,snapshots_clean/big/f5/0.1_sgd_dp/best_epoch_0095.pt,0.0224663857370615,1.0,1.0,1.0,4,10,1013,
True,f5,f5,0.1_sgd_dp_wd,0.1,sgd,0.2,True,big,100,snapshots_clean/big/f5/0.1_sgd_dp_wd/best_epoch_0100.pt,0.021604370325803757,0.5947371668311945,0.6875,0.8723984142715561,4,14,1013,
True,f5,f5,0.2_adam,0.2,adam,0.0,False,big,80,snapshots_clean/big/f5/0.2_adam/best_epoch_0080.pt,0.02274204231798649,0.7509871668311945,0.75,0.8736372646184342,4,14,1013,
