success,function_name,function,experiment,noise,optimizer,dropout,weight_decay,model_size,best_epoch,checkpoint_path,val_loss,auprc_full,auroc,auroc_full,num_gt,num_detected,num_candidates,error
True,f6,f6,0.5_sgd,0.5,sgd,0.0,False,big,23,snapshots_clean/big/f6/0.5_sgd/best_epoch_0023.pt,2.8808586597442627,0.2529615004935834,0.25,0.6246283448959365,4,2,1013,
True,f6,f6,0.5_adam_dp,0.5,adam,0.2,False,big,40,snapshots_clean/big/f6/0.5_adam_dp/best_epoch_0040.pt,3.0199790000915527,0.501974333662389,0.5,0.7485133795837462,4,8,1013,
True,f6,f6,0.5_adam_wd,0.5,adam,0.0,True,big,31,snapshots_clean/big/f6/0.5_adam_wd/best_epoch_0031.pt,2.8954503536224365,0.6081300239740516,0.5833333333333333,0.8733894945490585,4,8,1013,
True,f6,f6,0.5_adam_dp_wd,0.5,adam,0.2,True,big,91,snapshots_clean/big/f6/0.5_adam_dp_wd/best_epoch_0091.pt,2.987896203994751,0.501974333662389,0.5,0.7487611496531219,4,7,1013,
True,f6,f6,0.5_sgd_dp,0.5,sgd,0.2,False,big,74,snapshots_clean/big/f6/0.5_sgd_dp/best_epoch_0074.pt,2.8724236488342285,0.501974333662389,0.5,0.7485133795837462,4,8,1013,
True,f6,f6,0.5_sgd_dp_wd,0.5,sgd,0.2,True,big,66,snapshots_clean/big/f6/0.5_sgd_dp_wd/best_epoch_0066.pt,2.8768560886383057,0.501974333662389,0.5,0.7485133795837462,4,8,1013,
True,f6,f6,1.0_adam,1.0,adam,0.0,False,big,11,snapshots_clean/big/f6/1.0_adam/best_epoch_0011.pt,11.405966758728027,0.501974333662389,0.5,0.7495044598612487,4,4,1013,
True,f6,f6,1.0_sgd,1.0,sgd,0.0,False,big,13,snapshots_clean/big/f6/1.0_sgd/best_epoch_0013.pt,11.37999153137207,0.2529615004935834,0.25,0.6242566897918731,4,3,1013,
True,f6,f6,1.0_adam_dp,1.0,adam,0.2,False,big,43,snapshots_clean/big/f6/1.0_adam_dp/best_epoch_0043.pt,11.400564193725586,0.501974333662389,0.5,0.7487611496531219,4,7,1013,
True,f6,f6,1.0_adam_wd,1.0,adam,0.0,True,big,9,snapshots_clean/big/f6/1.0_adam_wd/best_epoch_0009.pt,11.345004081726074,0.501974333662389,0.5,0.7487611496531219,4,7,1013,
True,f6,f6,1.0_adam_dp_wd,1.0,adam,0.2,True,big,41,snapshots_clean/big/f6/1.0_adam_dp_wd/best_epoch_0041.pt,11.396842956542969,0.501974333662389,0.5,0.7487611496531219,4,7,1013,
True,f6,f6,1.0_sgd_dp,1.0,sgd,0.2,False,big,46,snapshots_clean/big/f6/1.0_sgd_dp/best_epoch_0046.pt,11.29953670501709,0.501974333662389,0.5,0.7495044598612487,4,4,1013,
True,f6,f6,1.0_sgd_dp_wd,1.0,sgd,0.2,True,big,29,snapshots_clean/big/f6/1.0_sgd_dp_wd/best_epoch_0029.pt,11.30610179901123,0.501974333662389,0.5,0.7492566897918732,4,5,1013,
True,f6,f6,base_sgd_dp,0.0,sgd,0.2,False,big,44,snapshots_clean/big/f6/base_sgd_dp/best_epoch_0044.pt,0.237176775932312,0.501974333662389,0.5,0.7490089197224976,4,6,1013,
True,f6,f6,base_sgd_wd,0.0,sgd,0.0,True,big,90,snapshots_clean/big/f6/base_sgd_wd/best_epoch_0090.pt,0.010569559410214424,0.5114038334978611,0.7083333333333334,0.8722745292368682,4,13,1013,
True,f6,f6,base_sgd_dp_wd,0.0,sgd,0.2,True,big,10,snapshots_clean/big/f6/base_sgd_dp_wd/best_epoch_0010.pt,0.22668582201004028,0.501974333662389,0.5,0.7482656095143706,4,9,1013,
True,f6,f6,0.1_sgd_wd,0.1,sgd,0.0,True,big,98,snapshots_clean/big/f6/0.1_sgd_wd/best_epoch_0098.pt,0.12499673664569855,0.7019230769230769,0.775,0.9970267591674925,4,16,1013,
True,f6,f6,0.2_sgd_wd,0.2,sgd,0.0,True,big,77,snapshots_clean/big/f6/0.2_sgd_wd/best_epoch_0077.pt,0.48134833574295044,0.501974333662389,0.5,0.7495044598612487,4,4,1013,
True,f6,f6,0.5_sgd_wd,0.5,sgd,0.0,True,big,27,snapshots_clean/big/f6/0.5_sgd_wd/best_epoch_0027.pt,2.890864610671997,0.2529615004935834,0.25,0.6246283448959365,4,2,1013,
True,f6,f6,1.0_sgd_wd,1.0,sgd,0.0,True,big,23,snapshots_clean/big/f6/1.0_sgd_wd/best_epoch_0023.pt,11.36902904510498,0.2529615004935834,0.25,0.6246283448959365,4,2,1013,
