success,function_name,function,experiment,noise,optimizer,dropout,weight_decay,model_size,best_epoch,checkpoint_path,val_loss,auprc_full,auroc,auroc_full,num_gt,num_detected,num_candidates,error
True,f6,f6,base_adam,0.0,adam,0.0,False,big,88,snapshots_clean/big/f6/base_adam/best_epoch_0088.pt,0.007285734638571739,0.6884871668311945,0.75,0.873761149653122,4,11,1013,
True,f6,f6,base_sgd,0.0,sgd,0.0,False,big,99,snapshots_clean/big/f6/base_sgd/best_epoch_0099.pt,0.007124513387680054,0.7784090909090909,0.78125,0.9980178394449951,4,13,1013,
True,f6,f6,0.1_adam,0.1,adam,0.0,False,big,82,snapshots_clean/big/f6/0.1_adam/best_epoch_0082.pt,0.13228753209114075,0.8541666666666666,1.0,0.9992566897918731,4,11,1013,
True,f6,f6,0.1_sgd,0.1,sgd,0.0,False,big,97,snapshots_clean/big/f6/0.1_sgd/best_epoch_0097.pt,0.12540693581104279,0.501974333662389,0.5,0.7490089197224976,4,6,1013,
True,f6,f6,0.1_adam_dp,0.1,adam,0.2,False,big,46,snapshots_clean/big/f6/0.1_adam_dp/best_epoch_0046.pt,0.2836131155490875,0.501974333662389,0.5,0.7485133795837462,4,8,1013,
True,f6,f6,0.1_adam_wd,0.1,adam,0.0,True,big,67,snapshots_clean/big/f6/0.1_adam_wd/best_epoch_0067.pt,0.13413596153259277,0.6884871668311945,0.75,0.873761149653122,4,11,1013,
True,f6,f6,0.1_adam_dp_wd,0.1,adam,0.2,True,big,14,snapshots_clean/big/f6/0.1_adam_dp_wd/best_epoch_0014.pt,0.3146694600582123,0.501974333662389,0.5,0.7487611496531219,4,7,1013,
True,f6,f6,0.1_sgd_dp,0.1,sgd,0.2,False,big,98,snapshots_clean/big/f6/0.1_sgd_dp/best_epoch_0098.pt,0.16863267123699188,0.5691689850130126,0.5555555555555556,0.8717789890981169,4,13,1013,
True,f6,f6,0.1_sgd_dp_wd,0.1,sgd,0.2,True,big,40,snapshots_clean/big/f6/0.1_sgd_dp_wd/best_epoch_0040.pt,0.1794285923242569,0.501974333662389,0.5,0.7475222993062438,4,12,1013,
True,f6,f6,0.2_adam,0.2,adam,0.0,False,big,79,snapshots_clean/big/f6/0.2_adam/best_epoch_0079.pt,0.4799264967441559,0.8125,0.9,0.9987611496531218,4,11,1013,
True,f6,f6,0.2_sgd,0.2,sgd,0.0,False,big,62,snapshots_clean/big/f6/0.2_sgd/best_epoch_0062.pt,0.477225124835968,0.2529615004935834,0.25,0.6246283448959365,4,2,1013,
True,f6,f6,0.2_adam_dp,0.2,adam,0.2,False,big,33,snapshots_clean/big/f6/0.2_adam_dp/best_epoch_0033.pt,0.7009696960449219,0.501974333662389,0.5,0.7487611496531219,4,7,1013,
True,f6,f6,0.2_adam_wd,0.2,adam,0.0,True,big,96,snapshots_clean/big/f6/0.2_adam_wd/best_epoch_0096.pt,0.48401251435279846,0.8303571428571428,1.0,0.9990089197224975,4,14,1013,
True,f6,f6,0.2_adam_dp_wd,0.2,adam,0.2,True,big,30,snapshots_clean/big/f6/0.2_adam_dp_wd/best_epoch_0030.pt,0.6522071957588196,0.501974333662389,0.5,0.7482656095143706,4,9,1013,
True,f6,f6,0.2_sgd_dp,0.2,sgd,0.2,False,big,92,snapshots_clean/big/f6/0.2_sgd_dp/best_epoch_0092.pt,0.5281686782836914,0.501974333662389,0.5,0.7475222993062438,4,12,1013,
True,f6,f6,0.2_sgd_dp_wd,0.2,sgd,0.2,True,big,62,snapshots_clean/big/f6/0.2_sgd_dp_wd/best_epoch_0062.pt,0.5164549946784973,0.501974333662389,0.5,0.7477700693756195,4,11,1013,
True,f6,f6,0.5_adam,0.5,adam,0.0,False,big,54,snapshots_clean/big/f6/0.5_adam/best_epoch_0054.pt,2.9086525440216064,0.501974333662389,0.5,0.7495044598612487,4,4,1013,
