function_name,experiment_name,noise,optimizer,dropout,weight_decay,auroc,precision,recall,auprc,auroc_full,precision_full,recall_full,auprc_full,num_gt,num_detected,num_exact_matched,num_superset_matched_unique,num_matched,matched_pairs,best_epoch,val_loss,success,model_size
f2,0.1_adam,0.1,adam,0.0,False,0.5,0.5,0.5,0.5868055555555556,0.7455401387512388,0.1111111111111111,0.5,0.23709827794230556,4,18,2,2,4,"[{'gt': frozenset({2, 7}), 'nid': frozenset({2, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.134071111679077}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.6297434568405151}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 2, 'strength': 0.0493105985224247}, {'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 7, 'strength': 0.03395552933216095}]",86,0.016868941485881805,True,big
f2,0.1_adam_dp,0.1,adam,0.2,False,0.4375,0.5,0.5,0.3416666666666667,0.7467789890981169,0.18181818181818182,0.5,0.19227504561907324,4,11,2,2,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 3.2835898399353027}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.5538699626922607}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 7}), 'match_type': 'superset', 'extra_features': 1, 'strength': 3.4290354251861572}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.21206365525722504}]",48,0.037262484431266785,True,big
f2,0.1_sgd,0.1,sgd,0.0,False,0.45454545454545453,0.6666666666666666,0.5,0.31346153846153846,0.7445490584737364,0.11764705882352941,0.5,0.12861321725136252,4,17,2,2,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.6666854619979858}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.2641985416412354}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 7}), 'match_type': 'superset', 'extra_features': 1, 'strength': 2.3689565658569336}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.27446597814559937}]",100,0.016151132062077522,True,big
f2,0.1_sgd_dp,0.1,sgd,0.2,False,0.4444444444444444,0.6666666666666666,0.5,0.3307109557109557,0.7465312190287413,0.16666666666666666,0.5,0.18848716683119446,4,12,2,2,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.4647886753082275}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 4.422540664672852}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 7}), 'match_type': 'superset', 'extra_features': 1, 'strength': 5.052724361419678}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.21515372395515442}]",97,0.03941567242145538,True,big
f2,0.2_adam,0.2,adam,0.0,False,0.5,0.5,0.5,0.6333333333333333,0.7472745292368682,0.18181818181818182,0.5,0.25477504561907327,4,11,2,2,4,"[{'gt': frozenset({2, 7}), 'nid': frozenset({2, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.111555337905884}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.4212989807128906}, {'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3, 7, 9}), 'match_type': 'superset', 'extra_features': 2, 'strength': 0.05504388362169266}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.052692513912916183}]",75,0.03938363865017891,True,big
f2,0.2_adam_dp,0.2,adam,0.2,False,0.75,0.6,0.75,0.8197115384615384,0.873017839444995,0.23076923076923078,0.75,0.4147564039284177,4,13,3,1,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 3.6580870151519775}, {'gt': frozenset({2, 7}), 'nid': frozenset({2, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.672757625579834}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 3.8698577880859375}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.32421842217445374}]",91,0.1107945516705513,True,big
f2,0.2_sgd,0.2,sgd,0.0,False,0.5833333333333334,0.6666666666666666,0.5,0.6,0.8719028741328048,0.25,0.75,0.2809995357965496,4,12,3,1,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.6687645316123962}, {'gt': frozenset({2, 7}), 'nid': frozenset({2, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 2.2545409202575684}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.923087239265442}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.4581035077571869}]",100,0.038641031831502914,True,big
f2,0.2_sgd_dp,0.2,sgd,0.2,False,0.39285714285714285,0.5,0.5,0.31313131313131315,0.7467789890981169,0.2,0.5,0.17390383349786115,4,10,2,2,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.7964547872543335}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 4.873086929321289}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 7}), 'match_type': 'superset', 'extra_features': 1, 'strength': 4.961787700653076}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.36622190475463867}]",84,0.05693821236491203,True,big
f2,0.5_adam,0.5,adam,0.0,False,0.5,0.4,0.5,0.5777777777777777,0.7452923686818632,0.10526315789473684,0.5,0.23563628963821198,4,19,2,2,4,"[{'gt': frozenset({2, 7}), 'nid': frozenset({2, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.9107322692871094}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.3330020904541016}, {'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3, 7}), 'match_type': 'superset', 'extra_features': 1, 'strength': 0.05395214632153511}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.04985397309064865}]",53,0.1893855333328247,True,big
f2,0.5_adam_dp,0.5,adam,0.2,False,0.475,0.5,0.5,0.5089285714285714,0.7472745292368682,0.16666666666666666,0.5,0.43848716683119443,4,12,2,2,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 4.8957905769348145}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 3.014467477798462}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 7}), 'match_type': 'superset', 'extra_features': 1, 'strength': 3.818856954574585}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.3142069876194}]",82,0.21535944938659668,True,big
f2,0.5_sgd,0.5,sgd,0.0,False,0.20833333333333334,0.25,0.25,0.2660714285714286,0.6215312190287413,0.1111111111111111,0.25,0.08481408358012504,4,9,1,2,3,"[{'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.9982540607452393}, {'gt': frozenset({2, 7}), 'nid': frozenset({1, 2, 7}), 'match_type': 'superset', 'extra_features': 1, 'strength': 2.3823304176330566}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.5064932107925415}]",100,0.18744535744190216,True,big
f2,0.5_sgd_dp,0.5,sgd,0.2,False,0.725,0.75,0.75,0.7416437728937728,0.8726461843409317,0.21428571428571427,0.75,0.37311263103464487,4,14,3,1,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.9043277502059937}, {'gt': frozenset({2, 7}), 'nid': frozenset({2, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 4.547936916351318}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 4.741528034210205}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.3966078758239746}]",95,0.20213723182678223,True,big
f2,1.0_adam,1.0,adam,0.0,False,0.7045454545454546,0.6,0.75,0.6976190476190476,0.8722745292368682,0.2,0.75,0.34632691674893057,4,15,3,1,4,"[{'gt': frozenset({1, 2, 3}), 'nid': frozenset({1, 2, 3}), 'match_type': 'exact', 'extra_features': 0, 'strength': 0.5294710397720337}, {'gt': frozenset({2, 7}), 'nid': frozenset({2, 7}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.584660291671753}, {'gt': frozenset({3, 5}), 'nid': frozenset({3, 5}), 'match_type': 'exact', 'extra_features': 0, 'strength': 1.427058458328247}, {'gt': frozenset({8, 9, 10, 7}), 'nid': frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10}), 'match_type': 'superset', 'extra_features': 6, 'strength': 0.1694883108139038}]",63,0.7184365391731262,True,big
